OrderLineID,OrderID,ProductID,Quantity,UnitPrice,UnitCostAtSale,DiscountAmount,CreatedAt,ModifiedAt
11034,O0003997,P0221,1,47318.93,33531.76,0.00,2024-04-07 21:34:21,2024-04-07 21:35:21
11035,O0003997,P0204,2,26426.52,21970.02,0.00,2024-04-07 21:34:21,2024-04-07 22:47:21
11036,O0003997,P0201,2,49944.22,42184.71,0.00,2024-04-07 21:34:21,2024-04-07 23:01:21
11037,O0003998,P0176,1,1388.99,1015.34,0.00,2025-11-15 12:13:45,2025-11-15 13:16:45
11038,O0003998,P0071,1,4994.45,3547.89,249.72,2025-11-15 12:13:45,2025-11-15 12:57:45
11039,O0003998,P0162,2,13638.19,11114.48,0.00,2025-11-15 12:13:45,2025-11-15 15:08:45
11040,O0003999,P0056,2,1470.82,1023.30,0.00,2024-04-24 21:33:28,2024-04-24 22:27:28
11041,O0003999,P0014,2,19963.66,16445.09,0.00,2024-04-24 21:33:28,2024-04-24 23:26:28
11042,O0004000,P0313,2,56740.26,49644.08,0.00,2026-07-26 14:27:16,2026-07-26 14:56:16
11043,O0004001,P0173,1,6058.03,5110.16,908.70,2024-01-15 21:39:02,2024-01-15 23:26:02
11044,O0004001,P0075,1,6568.82,5515.64,0.00,2024-01-15 21:39:02,2024-01-15 22:34:02
11045,O0004001,P0295,1,16057.71,11717.86,0.00,2024-01-15 21:39:02,2024-01-15 22:06:02
11046,O0004002,P0281,1,3217.52,2358.63,0.00,2024-03-12 15:52:38,2024-03-12 17:58:38
11047,O0004002,P0305,1,2826.67,2402.59,141.33,2024-03-12 15:52:38,2024-03-12 15:59:38
11048,O0004003,P0041,1,2460.80,2015.79,0.00,2025-06-26 11:44:50,2025-06-26 14:24:50
11049,O0004003,P0240,1,4804.38,3822.80,240.22,2025-06-26 11:44:50,2025-06-26 13:35:50
11050,O0004003,P0048,1,3759.72,3115.01,187.99,2025-06-26 11:44:50,2025-06-26 12:26:50
11051,O0004004,P0320,1,2655.37,1826.99,0.00,2024-10-17 10:07:32,2024-10-17 12:06:32
11052,O0004004,P0228,2,16594.24,12930.27,0.00,2024-10-17 10:07:32,2024-10-17 12:09:32
11053,O0004004,P0076,1,5328.37,4543.83,799.26,2024-10-17 10:07:32,2024-10-17 11:22:32
11054,O0004004,P0185,3,3379.89,3004.10,0.00,2024-10-17 10:07:32,2024-10-17 12:50:32
11055,O0004004,P0116,2,4020.15,2840.54,1608.06,2024-10-17 10:07:32,2024-10-17 11:04:32
11056,O0004005,P0293,3,28857.86,20835.31,4328.68,2025-09-01 15:37:43,2025-09-01 15:51:43
11057,O0004005,P0073,2,21837.35,17489.72,4367.47,2025-09-01 15:37:43,2025-09-01 16:41:43
11058,O0004005,P0091,2,3363.29,2386.03,0.00,2025-09-01 15:37:43,2025-09-01 15:42:43
11059,O0004006,P0120,1,2766.27,2390.21,0.00,2025-08-04 17:36:05,2025-08-04 20:31:05
11060,O0004006,P0011,2,29806.46,22275.16,0.00,2025-08-04 17:36:05,2025-08-04 19:42:05
11061,O0004007,P0168,1,3277.40,2332.03,0.00,2024-12-18 15:49:30,2024-12-18 17:20:30
11062,O0004007,P0305,1,3191.03,2644.36,478.65,2024-12-18 15:49:30,2024-12-18 16:23:30
11063,O0004007,P0082,1,30361.29,24616.54,4554.19,2024-12-18 15:49:30,2024-12-18 17:29:30
11064,O0004008,P0306,1,5000.43,3621.07,0.00,2024-11-18 16:04:28,2024-11-18 16:15:28
11065,O0004008,P0189,2,730.70,575.85,292.28,2024-11-18 16:04:28,2024-11-18 17:34:28
11066,O0004009,P0256,1,4030.85,2893.71,0.00,2024-12-19 17:39:14,2024-12-19 19:20:14
11067,O0004009,P0027,2,5753.94,5204.51,0.00,2024-12-19 17:39:14,2024-12-19 19:05:14
11068,O0004009,P0042,2,5763.00,3947.13,1152.60,2024-12-19 17:39:14,2024-12-19 18:42:14
11069,O0004009,P0301,2,58632.91,51753.32,0.00,2024-12-19 17:39:14,2024-12-19 19:31:14
11070,O0004009,P0083,1,30376.21,26021.88,0.00,2024-12-19 17:39:14,2024-12-19 17:47:14
11071,O0004010,P0218,1,8921.20,7206.13,0.00,2026-01-23 14:53:12,2026-01-23 16:07:12
11072,O0004010,P0072,1,4909.58,3420.50,981.92,2026-01-23 14:53:12,2026-01-23 14:55:12
11073,O0004010,P0300,3,29826.86,21133.90,0.00,2026-01-23 14:53:12,2026-01-23 15:25:12
11074,O0004011,P0246,3,10331.11,8095.61,0.00,2025-08-07 18:59:48,2025-08-07 20:40:48
11075,O0004011,P0142,2,13684.30,10513.93,0.00,2025-08-07 18:59:48,2025-08-07 20:12:48
11076,O0004011,P0266,1,23349.61,17564.49,0.00,2025-08-07 18:59:48,2025-08-07 21:58:48
11077,O0004012,P0081,2,32086.58,26001.73,0.00,2024-01-28 18:20:02,2024-01-28 19:30:02
11078,O0004012,P0138,1,983.21,794.76,0.00,2024-01-28 18:20:02,2024-01-28 19:37:02
11079,O0004012,P0282,1,3030.34,2124.03,0.00,2024-01-28 18:20:02,2024-01-28 20:25:02
11080,O0004012,P0144,4,1935.70,1427.06,387.14,2024-01-28 18:20:02,2024-01-28 18:36:02
11081,O0004013,P0259,1,470.95,363.28,0.00,2025-11-13 20:50:49,2025-11-13 22:57:49
11082,O0004013,P0165,1,6876.41,5295.72,0.00,2025-11-13 20:50:49,2025-11-13 20:50:49
11083,O0004014,P0240,1,4870.10,4123.47,243.51,2026-02-16 13:25:13,2026-02-16 14:34:13
11084,O0004014,P0196,1,2086.31,1829.46,0.00,2026-02-16 13:25:13,2026-02-16 15:20:13
11085,O0004015,P0156,2,37203.69,32331.10,3720.37,2026-04-17 15:57:41,2026-04-17 17:36:41
11086,O0004015,P0096,1,2157.88,1656.25,0.00,2026-04-17 15:57:41,2026-04-17 17:56:41
11087,O0004015,P0259,1,491.89,366.56,73.78,2026-04-17 15:57:41,2026-04-17 18:07:41
11088,O0004015,P0270,1,34372.45,27294.55,0.00,2026-04-17 15:57:41,2026-04-17 17:25:41
11089,O0004015,P0209,1,1513.10,1361.37,75.66,2026-04-17 15:57:41,2026-04-17 17:16:41
11090,O0004016,P0202,1,15867.05,11736.96,3173.41,2026-04-02 12:06:26,2026-04-02 12:23:26
11091,O0004016,P0296,1,1979.73,1613.77,98.99,2026-04-02 12:06:26,2026-04-02 14:31:26
11092,O0004016,P0146,1,11400.97,9585.92,0.00,2026-04-02 12:06:26,2026-04-02 12:12:26
11093,O0004016,P0293,1,30656.12,22182.31,4598.42,2026-04-02 12:06:26,2026-04-02 13:34:26
11094,O0004017,P0269,1,18945.28,15214.18,3789.06,2025-10-27 18:45:01,2025-10-27 19:21:01
11095,O0004017,P0266,3,23140.82,18932.15,0.00,2025-10-27 18:45:01,2025-10-27 20:05:01
11096,O0004017,P0016,1,7299.06,5808.10,729.91,2025-10-27 18:45:01,2025-10-27 21:37:01
11097,O0004018,P0047,1,10945.60,8265.45,0.00,2025-05-06 12:52:06,2025-05-06 15:35:06
11098,O0004019,P0155,1,30623.12,24492.67,0.00,2026-06-29 18:35:11,2026-06-29 20:01:11
11099,O0004019,P0048,1,4229.53,3546.92,0.00,2026-06-29 18:35:11,2026-06-29 19:09:11
11100,O0004019,P0158,1,6090.36,4454.00,0.00,2026-06-29 18:35:11,2026-06-29 20:03:11
11101,O0004019,P0166,2,2448.12,1893.77,0.00,2026-06-29 18:35:11,2026-06-29 21:32:11
11102,O0004020,P0279,4,15206.96,11437.96,0.00,2024-04-17 17:42:17,2024-04-17 18:50:17
11103,O0004020,P0177,1,60020.41,46104.64,9003.06,2024-04-17 17:42:17,2024-04-17 19:01:17
11104,O0004020,P0273,2,15030.01,12060.15,0.00,2024-04-17 17:42:17,2024-04-17 19:17:17
11105,O0004020,P0309,1,4018.52,3534.68,0.00,2024-04-17 17:42:17,2024-04-17 18:04:17
11106,O0004020,P0256,1,3677.51,2678.70,183.88,2024-04-17 17:42:17,2024-04-17 19:24:17
11107,O0004021,P0113,1,4107.27,3389.63,0.00,2025-04-24 17:18:09,2025-04-24 19:13:09
11108,O0004021,P0151,1,4226.30,3472.36,422.63,2025-04-24 17:18:09,2025-04-24 19:39:09
11109,O0004021,P0237,2,6782.38,5733.26,2034.71,2025-04-24 17:18:09,2025-04-24 19:00:09
11110,O0004022,P0126,2,22673.75,17561.61,0.00,2024-01-04 18:41:46,2024-01-04 20:22:46
11111,O0004022,P0313,1,40398.82,34155.60,4039.88,2024-01-04 18:41:46,2024-01-04 20:09:46
11112,O0004023,P0224,1,1444.87,1075.23,0.00,2026-06-10 15:44:49,2026-06-10 17:32:49
11113,O0004023,P0219,1,10746.58,7942.10,1074.66,2026-06-10 15:44:49,2026-06-10 17:47:49
11114,O0004023,P0180,1,8796.26,6987.58,439.81,2026-06-10 15:44:49,2026-06-10 17:48:49
11115,O0004023,P0130,1,44196.44,34780.90,2209.82,2026-06-10 15:44:49,2026-06-10 16:00:49
11116,O0004024,P0320,2,2808.00,2006.74,1123.20,2025-05-15 20:25:18,2025-05-15 22:53:18
11117,O0004024,P0169,1,51150.16,40858.71,0.00,2025-05-15 20:25:18,2025-05-15 20:45:18
11118,O0004024,P0098,2,24499.80,19876.13,0.00,2025-05-15 20:25:18,2025-05-15 21:41:18
11119,O0004025,P0277,1,55481.83,43016.93,0.00,2025-04-21 20:04:08,2025-04-21 21:35:08
11120,O0004026,P0218,2,8388.80,6670.18,0.00,2025-05-10 17:11:27,2025-05-10 19:21:27
11121,O0004026,P0234,1,8087.79,6557.09,0.00,2025-05-10 17:11:27,2025-05-10 17:21:27
11122,O0004026,P0041,1,2299.78,1975.09,114.99,2025-05-10 17:11:27,2025-05-10 18:51:27
11123,O0004026,P0236,1,1326.57,1086.80,0.00,2025-05-10 17:11:27,2025-05-10 19:02:27
11124,O0004026,P0008,1,767.20,585.14,0.00,2025-05-10 17:11:27,2025-05-10 17:12:27
11125,O0004027,P0007,1,1552.38,1068.20,0.00,2024-06-18 19:45:24,2024-06-18 22:14:24
11126,O0004028,P0181,4,29115.00,23627.55,0.00,2024-11-29 21:41:21,2024-11-30 00:14:21
11127,O0004028,P0218,2,7759.27,6373.14,775.93,2024-11-29 21:41:21,2024-11-29 23:34:21
11128,O0004028,P0320,1,2737.07,1877.18,0.00,2024-11-29 21:41:21,2024-11-29 23:32:21
11129,O0004028,P0235,1,2440.26,1776.00,0.00,2024-11-29 21:41:21,2024-11-30 00:18:21
11130,O0004029,P0199,3,13115.77,11137.28,0.00,2024-12-29 17:35:51,2024-12-29 18:09:51
11131,O0004029,P0072,1,4167.60,2978.57,0.00,2024-12-29 17:35:51,2024-12-29 17:53:51
11132,O0004029,P0118,1,5765.48,4287.30,0.00,2024-12-29 17:35:51,2024-12-29 17:52:51
11133,O0004029,P0127,2,17830.77,14122.46,0.00,2024-12-29 17:35:51,2024-12-29 19:25:51
11134,O0004030,P0281,1,3824.95,2866.04,382.50,2025-08-24 15:10:34,2025-08-24 15:50:34
11135,O0004030,P0074,1,18012.47,14532.34,900.62,2025-08-24 15:10:34,2025-08-24 16:32:34
11136,O0004031,P0249,1,50826.95,45454.92,0.00,2025-12-27 17:15:05,2025-12-27 18:13:05
11137,O0004031,P0041,1,2451.96,2062.75,0.00,2025-12-27 17:15:05,2025-12-27 19:32:05
11138,O0004031,P0118,2,6176.64,4889.63,0.00,2025-12-27 17:15:05,2025-12-27 17:54:05
11139,O0004031,P0132,2,17554.72,12130.88,1755.47,2025-12-27 17:15:05,2025-12-27 17:28:05
11140,O0004032,P0169,1,44170.26,35652.66,6625.54,2024-05-20 21:52:34,2024-05-20 23:11:34
11141,O0004032,P0006,1,5994.27,5447.14,299.71,2024-05-20 21:52:34,2024-05-20 22:11:34
11142,O0004033,P0255,1,29010.55,20293.29,0.00,2025-01-12 20:56:53,2025-01-12 22:40:53
11143,O0004033,P0057,1,13830.04,12223.41,0.00,2025-01-12 20:56:53,2025-01-12 21:58:53
11144,O0004033,P0317,3,55196.91,40630.55,0.00,2025-01-12 20:56:53,2025-01-12 22:31:53
11145,O0004034,P0235,3,2429.18,1873.28,728.75,2025-01-05 18:53:44,2025-01-05 20:11:44
11146,O0004034,P0172,1,11836.63,10906.12,0.00,2025-01-05 18:53:44,2025-01-05 19:48:44
11147,O0004035,P0215,2,13831.16,11577.21,0.00,2024-08-31 21:08:13,2024-08-31 21:45:13
11148,O0004035,P0121,4,43900.01,34003.72,0.00,2024-08-31 21:08:13,2024-08-31 23:40:13
11149,O0004035,P0066,1,5857.25,5094.16,1171.45,2024-08-31 21:08:13,2024-08-31 23:41:13
11150,O0004036,P0047,3,9547.69,7116.36,0.00,2024-06-06 18:08:47,2024-06-06 20:36:47
11151,O0004036,P0292,1,9155.19,7660.16,0.00,2024-06-06 18:08:47,2024-06-06 20:15:47
11152,O0004036,P0176,3,1181.92,843.03,354.58,2024-06-06 18:08:47,2024-06-06 18:45:47
11153,O0004036,P0158,4,5021.42,3580.25,4017.14,2024-06-06 18:08:47,2024-06-06 20:51:47
11154,O0004037,P0149,2,48017.44,39529.01,9603.49,2024-01-12 11:15:23,2024-01-12 13:09:23
11155,O0004037,P0203,1,28541.97,20832.29,0.00,2024-01-12 11:15:23,2024-01-12 11:24:23
11156,O0004037,P0062,4,14054.78,10200.87,8432.87,2024-01-12 11:15:23,2024-01-12 13:20:23
11157,O0004037,P0001,1,48511.61,40187.56,4851.16,2024-01-12 11:15:23,2024-01-12 11:28:23
11158,O0004037,P0170,3,13728.69,10330.70,2059.30,2024-01-12 11:15:23,2024-01-12 14:11:23
11159,O0004038,P0030,1,16527.29,13377.57,0.00,2024-11-02 16:31:12,2024-11-02 16:57:12
11160,O0004038,P0007,1,1600.77,1144.16,0.00,2024-11-02 16:31:12,2024-11-02 19:25:12
11161,O0004038,P0272,3,1765.55,1378.54,0.00,2024-11-02 16:31:12,2024-11-02 17:04:12
11162,O0004039,P0045,1,2770.65,2248.43,554.13,2024-05-17 17:46:42,2024-05-17 18:50:42
11163,O0004039,P0084,1,25891.26,19032.23,1294.56,2024-05-17 17:46:42,2024-05-17 19:42:42
11164,O0004039,P0002,3,11665.79,9345.76,0.00,2024-05-17 17:46:42,2024-05-17 19:20:42
11165,O0004040,P0072,1,4548.84,3239.39,0.00,2025-06-27 20:36:10,2025-06-27 23:27:10
11166,O0004040,P0235,2,2694.44,1941.21,269.44,2025-06-27 20:36:10,2025-06-27 22:05:10
11167,O0004041,P0254,2,34258.09,29314.43,0.00,2024-12-22 18:01:05,2024-12-22 19:28:05
11168,O0004041,P0280,2,4801.21,3971.04,0.00,2024-12-22 18:01:05,2024-12-22 19:29:05
11169,O0004041,P0035,2,12004.71,9278.68,0.00,2024-12-22 18:01:05,2024-12-22 18:11:05
11170,O0004041,P0046,1,15722.16,13570.68,0.00,2024-12-22 18:01:05,2024-12-22 19:18:05
11171,O0004041,P0196,3,1844.17,1625.29,0.00,2024-12-22 18:01:05,2024-12-22 20:16:05
11172,O0004042,P0075,3,8615.11,6822.37,5169.07,2025-11-30 17:21:32,2025-11-30 18:36:32
11173,O0004042,P0044,3,247.47,179.32,0.00,2025-11-30 17:21:32,2025-11-30 17:26:32
11174,O0004042,P0231,1,33769.61,25574.21,0.00,2025-11-30 17:21:32,2025-11-30 18:19:32
11175,O0004042,P0115,4,4023.33,3000.17,1609.33,2025-11-30 17:21:32,2025-11-30 19:25:32
11176,O0004043,P0182,1,12011.59,8550.17,0.00,2024-01-02 14:59:29,2024-01-02 16:17:29
11177,O0004044,P0115,1,3522.35,2753.58,0.00,2025-01-12 14:13:20,2025-01-12 17:00:20
11178,O0004044,P0266,1,22179.82,17194.52,0.00,2025-01-12 14:13:20,2025-01-12 16:05:20
11179,O0004044,P0046,1,15316.54,13607.44,0.00,2025-01-12 14:13:20,2025-01-12 16:51:20
11180,O0004044,P0116,2,3969.89,2990.49,0.00,2025-01-12 14:13:20,2025-01-12 15:23:20
11181,O0004045,P0223,2,8285.01,5656.05,828.50,2025-08-15 16:13:42,2025-08-15 19:00:42
11182,O0004045,P0041,1,2509.15,2036.12,0.00,2025-08-15 16:13:42,2025-08-15 18:30:42
11183,O0004045,P0025,1,50188.07,37091.71,2509.40,2025-08-15 16:13:42,2025-08-15 16:43:42
11184,O0004046,P0240,3,4025.09,3286.94,603.76,2024-08-10 21:23:29,2024-08-11 00:09:29
11185,O0004046,P0248,1,2352.08,1724.91,0.00,2024-08-10 21:23:29,2024-08-10 21:45:29
11186,O0004046,P0207,1,41539.74,30212.37,0.00,2024-08-10 21:23:29,2024-08-10 21:42:29
11187,O0004046,P0153,4,31352.27,21931.03,0.00,2024-08-10 21:23:29,2024-08-10 23:39:29
11188,O0004047,P0123,1,1573.39,1338.06,157.34,2025-07-07 16:17:08,2025-07-07 19:12:08
11189,O0004047,P0266,2,23866.87,18000.71,2386.69,2025-07-07 16:17:08,2025-07-07 17:45:08
11190,O0004047,P0003,1,2616.37,1891.06,130.82,2025-07-07 16:17:08,2025-07-07 17:48:08
11191,O0004048,P0155,2,30727.42,23181.06,0.00,2026-04-20 20:24:41,2026-04-20 20:34:41
11192,O0004048,P0319,1,11920.84,10078.88,596.04,2026-04-20 20:24:41,2026-04-20 21:40:41
11193,O0004049,P0125,2,40612.68,29726.91,0.00,2025-11-12 11:15:10,2025-11-12 13:41:10
11194,O0004049,P0281,1,3846.71,3014.37,577.01,2025-11-12 11:15:10,2025-11-12 12:55:10
11195,O0004049,P0175,1,10223.17,8283.24,511.16,2025-11-12 11:15:10,2025-11-12 12:24:10
11196,O0004050,P0101,2,20526.10,14882.04,0.00,2026-06-24 18:28:24,2026-06-24 21:15:24
11197,O0004051,P0010,1,25512.79,18113.60,1275.64,2025-02-13 21:12:17,2025-02-13 23:14:17
11198,O0004051,P0265,1,61425.53,49667.32,0.00,2025-02-13 21:12:17,2025-02-13 21:35:17
11199,O0004052,P0083,1,32752.03,27435.88,6550.41,2025-03-09 16:01:06,2025-03-09 18:18:06
11200,O0004053,P0106,4,16991.47,13413.58,6796.59,2026-03-20 15:15:53,2026-03-20 16:43:53
11201,O0004053,P0105,1,51206.50,41476.82,2560.33,2026-03-20 15:15:53,2026-03-20 17:00:53
11202,O0004054,P0047,1,9157.21,7360.86,0.00,2024-06-18 10:25:40,2024-06-18 11:32:40
11203,O0004054,P0166,1,1983.02,1517.31,99.15,2024-06-18 10:25:40,2024-06-18 13:15:40
11204,O0004054,P0248,2,2386.78,1737.00,238.68,2024-06-18 10:25:40,2024-06-18 13:13:40
11205,O0004055,P0171,1,5628.88,4370.53,562.89,2025-04-23 19:32:04,2025-04-23 20:53:04
11206,O0004055,P0055,3,13044.68,10650.20,3913.40,2025-04-23 19:32:04,2025-04-23 21:03:04
11207,O0004055,P0124,1,745.92,636.07,0.00,2025-04-23 19:32:04,2025-04-23 20:39:04
11208,O0004055,P0207,1,47364.40,33782.56,0.00,2025-04-23 19:32:04,2025-04-23 21:23:04
11209,O0004056,P0138,1,1177.75,926.95,117.78,2025-05-10 21:08:59,2025-05-10 22:58:59
11210,O0004056,P0185,1,3586.10,3237.62,537.91,2025-05-10 21:08:59,2025-05-10 22:08:59
11211,O0004056,P0218,2,7887.60,6581.16,0.00,2025-05-10 21:08:59,2025-05-10 22:56:59
11212,O0004057,P0241,1,58691.20,45885.36,0.00,2024-06-04 15:11:45,2024-06-04 16:35:45
11213,O0004057,P0154,4,16722.72,12292.87,0.00,2024-06-04 15:11:45,2024-06-04 15:38:45
11214,O0004057,P0145,1,51462.29,36773.56,0.00,2024-06-04 15:11:45,2024-06-04 17:24:45
11215,O0004057,P0316,4,7799.91,7127.80,0.00,2024-06-04 15:11:45,2024-06-04 17:11:45
11216,O0004057,P0208,2,4952.27,3501.59,0.00,2024-06-04 15:11:45,2024-06-04 16:24:45
11217,O0004058,P0300,1,29257.52,22116.78,4388.63,2026-02-20 18:31:01,2026-02-20 18:51:01
11218,O0004059,P0149,3,60884.64,52403.32,0.00,2025-11-11 20:16:48,2025-11-11 22:09:48
11219,O0004059,P0005,1,40238.40,34771.98,0.00,2025-11-11 20:16:48,2025-11-11 22:57:48
11220,O0004060,P0151,2,4450.44,3829.31,1335.13,2026-01-25 16:03:29,2026-01-25 18:13:29
11221,O0004060,P0172,1,14191.48,11998.43,0.00,2026-01-25 16:03:29,2026-01-25 17:48:29
11222,O0004061,P0271,1,15077.28,11661.22,0.00,2024-02-29 17:12:24,2024-02-29 18:33:24
11223,O0004061,P0265,1,54269.39,45494.54,0.00,2024-02-29 17:12:24,2024-02-29 19:33:24
11224,O0004061,P0184,1,6359.29,4353.28,0.00,2024-02-29 17:12:24,2024-02-29 17:58:24
11225,O0004061,P0088,1,1440.44,1103.44,72.02,2024-02-29 17:12:24,2024-02-29 18:48:24
11226,O0004062,P0243,4,8672.58,6567.25,3469.03,2025-07-14 20:22:51,2025-07-14 22:58:51
11227,O0004063,P0086,1,18698.20,15421.92,0.00,2025-12-17 10:22:23,2025-12-17 13:06:23
11228,O0004063,P0148,1,14617.21,12075.72,0.00,2025-12-17 10:22:23,2025-12-17 12:42:23
11229,O0004063,P0167,2,14400.40,10892.23,0.00,2025-12-17 10:22:23,2025-12-17 13:08:23
11230,O0004063,P0179,1,41678.92,28577.67,0.00,2025-12-17 10:22:23,2025-12-17 12:52:23
11231,O0004063,P0020,2,837.59,749.10,83.76,2025-12-17 10:22:23,2025-12-17 10:55:23
11232,O0004064,P0012,3,26924.59,22096.17,16154.75,2026-06-23 14:13:51,2026-06-23 14:41:51
11233,O0004064,P0265,2,70178.41,59933.25,0.00,2026-06-23 14:13:51,2026-06-23 17:02:51
11234,O0004064,P0041,1,2692.68,2250.73,134.63,2026-06-23 14:13:51,2026-06-23 15:03:51
11235,O0004064,P0260,1,4128.71,3072.52,0.00,2026-06-23 14:13:51,2026-06-23 15:32:51
11236,O0004065,P0213,1,2641.06,1993.83,0.00,2025-02-03 21:41:08,2025-02-03 23:41:08
11237,O0004065,P0030,2,16809.82,14130.87,0.00,2025-02-03 21:41:08,2025-02-04 00:03:08
11238,O0004065,P0138,2,1152.57,907.78,0.00,2025-02-03 21:41:08,2025-02-03 22:16:08
11239,O0004066,P0194,1,26486.62,22123.73,0.00,2026-03-05 19:09:18,2026-03-05 19:30:18
11240,O0004066,P0086,2,19370.84,15811.64,0.00,2026-03-05 19:09:18,2026-03-05 21:38:18
11241,O0004066,P0205,1,63056.52,47806.73,0.00,2026-03-05 19:09:18,2026-03-05 20:44:18
11242,O0004066,P0232,1,5608.38,4378.19,0.00,2026-03-05 19:09:18,2026-03-05 21:47:18
11243,O0004067,P0235,2,2529.67,2032.80,505.93,2025-08-01 10:14:26,2025-08-01 12:37:26
11244,O0004067,P0264,2,987.86,861.54,98.79,2025-08-01 10:14:26,2025-08-01 11:59:26
11245,O0004067,P0220,1,13918.16,9818.89,0.00,2025-08-01 10:14:26,2025-08-01 12:59:26
11246,O0004067,P0100,1,11773.45,9407.68,2354.69,2025-08-01 10:14:26,2025-08-01 12:05:26
11247,O0004068,P0261,1,4370.54,3205.51,0.00,2025-08-05 20:30:58,2025-08-05 22:42:58
11248,O0004068,P0099,4,9251.69,6860.08,0.00,2025-08-05 20:30:58,2025-08-05 21:01:58
11249,O0004068,P0006,2,7318.67,6125.18,1463.73,2025-08-05 20:30:58,2025-08-05 20:45:58
11250,O0004069,P0205,2,60277.47,50462.52,18083.24,2026-04-06 15:57:47,2026-04-06 18:42:47
11251,O0004069,P0233,1,4904.22,4150.44,0.00,2026-04-06 15:57:47,2026-04-06 16:06:47
11252,O0004069,P0266,2,24151.21,19020.16,0.00,2026-04-06 15:57:47,2026-04-06 18:08:47
11253,O0004069,P0019,2,3929.54,3414.75,0.00,2026-04-06 15:57:47,2026-04-06 16:07:47
11254,O0004070,P0290,1,3778.95,2726.24,0.00,2024-03-08 20:39:57,2024-03-08 21:25:57
11255,O0004071,P0043,3,1352.81,919.11,0.00,2024-07-08 17:19:01,2024-07-08 19:56:01
11256,O0004071,P0129,1,13001.34,11520.39,0.00,2024-07-08 17:19:01,2024-07-08 19:22:01
11257,O0004071,P0060,3,14641.39,12065.60,0.00,2024-07-08 17:19:01,2024-07-08 19:05:01
11258,O0004072,P0120,1,2377.28,1968.98,0.00,2024-01-16 20:41:27,2024-01-16 22:09:27
11259,O0004072,P0229,1,52077.56,43017.28,0.00,2024-01-16 20:41:27,2024-01-16 23:04:27
11260,O0004072,P0144,2,1928.42,1383.56,771.37,2024-01-16 20:41:27,2024-01-16 20:56:27
11261,O0004073,P0014,2,18171.34,15842.27,0.00,2024-01-25 13:54:04,2024-01-25 14:44:04
11262,O0004073,P0209,1,1119.85,972.46,0.00,2024-01-25 13:54:04,2024-01-25 15:26:04
11263,O0004073,P0249,1,40611.14,33808.71,4061.11,2024-01-25 13:54:04,2024-01-25 16:30:04
11264,O0004073,P0257,2,978.12,813.48,0.00,2024-01-25 13:54:04,2024-01-25 15:35:04
11265,O0004074,P0039,1,76349.41,56541.97,0.00,2025-12-15 12:23:24,2025-12-15 15:07:24
11266,O0004074,P0267,3,3538.60,2597.86,1061.58,2025-12-15 12:23:24,2025-12-15 13:19:24
11267,O0004074,P0306,1,5523.64,4232.10,0.00,2025-12-15 12:23:24,2025-12-15 14:42:24
11268,O0004074,P0288,1,2634.80,1977.20,0.00,2025-12-15 12:23:24,2025-12-15 13:03:24
11269,O0004074,P0237,2,7137.85,6259.78,0.00,2025-12-15 12:23:24,2025-12-15 14:52:24
11270,O0004075,P0251,2,33348.63,26493.26,0.00,2025-07-23 21:09:20,2025-07-23 22:09:20
11271,O0004075,P0152,1,871.06,718.08,0.00,2025-07-23 21:09:20,2025-07-23 23:34:20
11272,O0004075,P0266,1,23436.86,17874.19,3515.53,2025-07-23 21:09:20,2025-07-23 22:58:20
11273,O0004075,P0237,2,6729.73,5748.89,0.00,2025-07-23 21:09:20,2025-07-23 23:25:20
11274,O0004076,P0251,1,33966.60,27995.89,0.00,2025-09-15 13:58:52,2025-09-15 16:41:52
11275,O0004076,P0318,3,36538.72,31402.71,0.00,2025-09-15 13:58:52,2025-09-15 14:32:52
11276,O0004076,P0156,1,34784.98,29918.98,0.00,2025-09-15 13:58:52,2025-09-15 16:16:52
11277,O0004076,P0096,1,1965.30,1571.95,0.00,2025-09-15 13:58:52,2025-09-15 15:52:52
11278,O0004077,P0286,4,12804.16,9607.83,0.00,2024-10-03 15:43:50,2024-10-03 18:15:50
11279,O0004077,P0108,3,10495.92,8070.35,0.00,2024-10-03 15:43:50,2024-10-03 18:04:50
11280,O0004078,P0155,1,23784.06,17655.43,3567.61,2024-03-07 16:01:46,2024-03-07 18:42:46
11281,O0004078,P0288,1,2019.26,1549.79,302.89,2024-03-07 16:01:46,2024-03-07 18:16:46
11282,O0004078,P0138,1,1038.84,799.48,0.00,2024-03-07 16:01:46,2024-03-07 16:46:46
11283,O0004078,P0080,1,1115.69,1038.20,55.78,2024-03-07 16:01:46,2024-03-07 16:20:46
11284,O0004078,P0169,1,43349.83,35042.99,4334.98,2024-03-07 16:01:46,2024-03-07 16:15:46
11285,O0004079,P0135,1,11009.92,8598.75,1100.99,2025-09-06 10:54:05,2025-09-06 12:01:05
11286,O0004079,P0241,1,68886.87,55818.17,0.00,2025-09-06 10:54:05,2025-09-06 13:19:05
11287,O0004079,P0295,2,18753.20,13950.81,0.00,2025-09-06 10:54:05,2025-09-06 13:01:05
11288,O0004079,P0007,1,1819.74,1242.82,90.99,2025-09-06 10:54:05,2025-09-06 13:42:05
11289,O0004080,P0227,1,16530.34,14210.55,826.52,2025-04-23 10:18:01,2025-04-23 13:05:01
11290,O0004080,P0018,2,4935.54,4270.55,0.00,2025-04-23 10:18:01,2025-04-23 12:38:01
