OrderID,CustomerID,StoreID,OrderDateTime,OrderStatus,PaymentMethodCode,OrderTotalAmount,CreatedAt,ModifiedAt
O0004811,C002613,S007,2024-08-16 18:52:24,Completed,CARD,24587.07,2024-08-16 18:52:24,2024-08-16 22:17:24
O0004812,C007330,S002,2025-11-19 17:52:00,Completed,CARD,22325.19,2025-11-19 17:52:00,2025-11-19 19:23:00
O0004813,C001327,S003,2025-05-12 16:18:18,Pending,INSTALLMENT,70234.24,2025-05-12 16:18:18,2025-05-12 19:57:18
O0004814,C015823,S003,2025-07-28 12:53:05,Completed,CARD,9134.84,2025-07-28 12:53:05,2025-07-28 15:12:05
O0004815,C010385,S006,2025-05-01 12:15:22,Completed,CARD,150835.70,2025-05-01 12:15:22,2025-05-01 13:35:22
O0004816,,S002,2024-05-14 11:28:00,Completed,WALLET,76606.60,2024-05-14 11:28:00,2024-05-14 15:09:00
O0004817,C001318,S008,2025-11-13 17:35:37,Completed,CARD,45909.25,2025-11-13 17:35:37,2025-11-13 18:56:37
O0004818,C004863,S009,2026-07-12 19:53:47,Completed,CARD,52632.58,2026-07-12 19:53:47,2026-07-12 22:00:47
O0004819,C015113,S004,2025-08-11 17:21:13,Completed,CASH,158752.83,2025-08-11 17:21:13,2025-08-11 20:34:13
O0004820,C008447,S010,2025-12-21 20:03:32,Completed,CASH,67886.20,2025-12-21 20:03:32,2025-12-21 23:54:32
O0004821,C007061,S003,2025-12-03 21:51:46,Completed,CARD,53900.73,2025-12-03 21:51:46,2025-12-04 00:14:46
O0004822,C015678,S004,2025-10-10 16:56:17,Completed,WALLET,27784.75,2025-10-10 16:56:17,2025-10-10 18:43:17
O0004823,C009292,S011,2024-03-02 16:10:31,Pending,CARD,69674.53,2024-03-02 16:10:31,2024-03-02 16:32:31
O0004824,C009932,S006,2025-04-02 17:29:46,Completed,CARD,129822.91,2025-04-02 17:29:46,2025-04-02 18:55:46
O0004825,C002706,S008,2024-12-05 21:12:04,Completed,CASH,75350.98,2024-12-05 21:12:04,2024-12-05 23:39:04
O0004826,C014371,S012,2025-11-21 13:01:53,Completed,INSTALLMENT,262781.76,2025-11-21 13:01:53,2025-11-21 16:45:53
O0004827,,S008,2025-09-23 18:29:59,Completed,WALLET,30800.94,2025-09-23 18:29:59,2025-09-23 21:34:59
O0004828,C007743,S011,2025-10-17 10:08:31,Completed,CARD,161493.47,2025-10-17 10:08:31,2025-10-17 11:27:31
O0004829,C005325,S012,2026-06-13 21:29:57,Completed,CARD,127648.39,2026-06-13 21:29:57,2026-06-14 00:03:57
O0004830,C013624,S001,2026-02-10 14:54:01,Completed,CASH,25669.10,2026-02-10 14:54:01,2026-02-10 16:41:01
O0004831,C005728,S004,2026-07-04 11:10:51,Completed,CARD,152872.17,2026-07-04 11:10:51,2026-07-04 11:17:51
O0004832,C001594,S010,2025-02-05 12:53:46,Completed,CARD,130062.44,2025-02-05 12:53:46,2025-02-05 14:30:46
O0004833,C017646,S004,2025-11-21 14:47:50,Completed,WALLET,48492.50,2025-11-21 14:47:50,2025-11-21 15:49:50
O0004834,C001458,S002,2024-02-10 20:53:57,Completed,CASH,21351.46,2024-02-10 20:53:57,2024-02-11 00:09:57
O0004835,C016385,S004,2026-05-05 20:38:50,Completed,CARD,169409.93,2026-05-05 20:38:50,2026-05-05 23:38:50
O0004836,C012560,S004,2025-10-28 20:10:29,Completed,INSTALLMENT,50305.06,2025-10-28 20:10:29,2025-10-28 21:22:29
O0004837,C015353,S011,2025-02-19 15:49:15,Completed,CASH,124088.09,2025-02-19 15:49:15,2025-02-19 17:25:15
O0004838,C010618,S009,2024-10-31 16:02:20,Completed,CASH,206541.32,2024-10-31 16:02:20,2024-10-31 19:29:20
O0004839,C002176,S003,2025-11-04 21:35:47,Completed,INSTALLMENT,137101.96,2025-11-04 21:35:47,2025-11-04 21:51:47
O0004840,,S012,2025-05-15 17:01:41,Completed,CARD,63689.95,2025-05-15 17:01:41,2025-05-15 21:00:41
O0004841,C009809,S003,2025-11-24 21:37:26,Completed,CARD,36356.84,2025-11-24 21:37:26,2025-11-24 22:19:26
O0004842,C018305,S012,2025-01-17 18:31:59,Completed,CARD,61949.93,2025-01-17 18:31:59,2025-01-17 21:49:59
O0004843,C006016,S010,2024-04-12 19:30:37,Completed,CARD,147824.44,2024-04-12 19:30:37,2024-04-12 20:44:37
O0004844,C016810,S010,2025-07-04 14:49:13,Completed,CARD,70870.08,2025-07-04 14:49:13,2025-07-04 18:47:13
O0004845,,S006,2024-01-24 15:00:34,Completed,CARD,47965.19,2024-01-24 15:00:34,2024-01-24 16:40:34
O0004846,C003979,S004,2025-02-05 21:01:37,Returned,WALLET,123404.81,2025-02-05 21:01:37,2025-02-06 00:18:37
O0004847,C002735,S009,2025-02-14 17:57:23,Completed,WALLET,127557.14,2025-02-14 17:57:23,2025-02-14 19:57:23
O0004848,C003852,S007,2024-11-11 16:55:54,Returned,WALLET,175469.43,2024-11-11 16:55:54,2024-11-11 17:26:54
O0004849,C012896,S003,2025-01-08 14:01:33,Completed,INSTALLMENT,51101.93,2025-01-08 14:01:33,2025-01-08 17:37:33
O0004850,C000964,S010,2025-09-24 16:01:17,Completed,CARD,109736.58,2025-09-24 16:01:17,2025-09-24 18:24:17
O0004851,C001071,S009,2026-01-19 11:38:36,Completed,INSTALLMENT,269995.83,2026-01-19 11:38:36,2026-01-19 13:15:36
O0004852,C004465,S006,2025-06-04 17:48:04,Completed,CARD,66706.92,2025-06-04 17:48:04,2025-06-04 21:18:04
O0004853,C004482,S012,2024-11-23 20:46:20,Completed,WALLET,65735.41,2024-11-23 20:46:20,2024-11-23 22:51:20
O0004854,C016473,S006,2024-06-24 18:31:03,Completed,CASH,18758.54,2024-06-24 18:31:03,2024-06-24 20:03:03
O0004855,C004105,S004,2024-08-07 17:44:50,Completed,CARD,177469.44,2024-08-07 17:44:50,2024-08-07 19:28:50
O0004856,C003940,S011,2024-09-23 19:01:35,Completed,CARD,91683.95,2024-09-23 19:01:35,2024-09-23 19:46:35
O0004857,C017462,S001,2025-08-10 16:58:58,Completed,CASH,120047.88,2025-08-10 16:58:58,2025-08-10 18:04:58
O0004858,C001357,S010,2025-03-04 16:42:47,Completed,CASH,71983.94,2025-03-04 16:42:47,2025-03-04 19:03:47
O0004859,C005653,S012,2024-01-31 17:59:44,Completed,WALLET,20513.27,2024-01-31 17:59:44,2024-01-31 20:49:44
O0004860,C005328,S002,2024-12-08 12:59:28,Completed,CARD,44055.11,2024-12-08 12:59:28,2024-12-08 14:27:28
O0004861,C006904,S002,2024-04-22 12:35:48,Completed,CARD,63476.54,2024-04-22 12:35:48,2024-04-22 12:51:48
O0004862,C008455,S003,2025-01-21 18:04:01,Completed,CARD,145683.49,2025-01-21 18:04:01,2025-01-21 21:50:01
O0004863,C000276,S006,2026-04-13 17:13:24,Returned,CARD,184210.90,2026-04-13 17:13:24,2026-04-13 21:04:24
O0004864,C005676,S012,2025-09-21 19:46:49,Completed,CARD,42129.87,2025-09-21 19:46:49,2025-09-21 23:09:49
O0004865,C019109,S004,2025-06-15 16:52:21,Completed,CASH,89798.64,2025-06-15 16:52:21,2025-06-15 16:56:21
O0004866,C018132,S003,2026-04-09 21:09:04,Completed,CARD,75036.92,2026-04-09 21:09:04,2026-04-09 23:52:04
O0004867,C013342,S010,2024-12-07 20:00:55,Completed,CARD,18336.06,2024-12-07 20:00:55,2024-12-07 20:37:55
O0004868,C004879,S004,2024-09-29 14:28:41,Completed,WALLET,72295.63,2024-09-29 14:28:41,2024-09-29 15:53:41
O0004869,C005143,S011,2024-12-06 21:27:28,Cancelled,CARD,21367.50,2024-12-06 21:27:28,2024-12-06 21:48:28
O0004870,C010660,S009,2025-03-15 15:54:28,Cancelled,CASH,60549.17,2025-03-15 15:54:28,2025-03-15 19:09:28
O0004871,C010808,S001,2024-07-06 14:00:32,Completed,CARD,24328.47,2024-07-06 14:00:32,2024-07-06 14:34:32
O0004872,C003705,S012,2024-01-29 19:29:48,Completed,CARD,213153.56,2024-01-29 19:29:48,2024-01-29 21:09:48
O0004873,C003409,S006,2024-07-18 14:16:44,Completed,CARD,4374.58,2024-07-18 14:16:44,2024-07-18 15:11:44
O0004874,C014751,S003,2024-02-24 19:00:19,Completed,CARD,38120.12,2024-02-24 19:00:19,2024-02-24 19:32:19
O0004875,C001838,S007,2025-11-18 16:43:40,Completed,CARD,2741.61,2025-11-18 16:43:40,2025-11-18 20:00:40
O0004876,C013449,S001,2024-05-13 20:56:17,Completed,CARD,158813.68,2024-05-13 20:56:17,2024-05-13 23:52:17
O0004877,C002540,S011,2025-12-05 17:02:48,Completed,CARD,225626.61,2025-12-05 17:02:48,2025-12-05 17:50:48
O0004878,C002374,S007,2026-07-09 19:42:39,Completed,CARD,94894.07,2026-07-09 19:42:39,2026-07-09 19:54:39
O0004879,C014545,S001,2025-03-21 14:52:00,Completed,CARD,165170.22,2025-03-21 14:52:00,2025-03-21 15:49:00
O0004880,C003157,S011,2024-11-12 15:10:03,Completed,CARD,72028.60,2024-11-12 15:10:03,2024-11-12 18:26:03
O0004881,C006659,S010,2025-02-09 17:26:59,Completed,INSTALLMENT,142353.41,2025-02-09 17:26:59,2025-02-09 19:33:59
O0004882,C018826,S003,2024-06-15 14:46:29,Completed,CARD,28937.03,2024-06-15 14:46:29,2024-06-15 15:08:29
O0004883,,S006,2024-08-27 18:58:55,Completed,CARD,21742.40,2024-08-27 18:58:55,2024-08-27 22:11:55
O0004884,C006263,S010,2024-03-06 13:37:51,Completed,WALLET,33360.53,2024-03-06 13:37:51,2024-03-06 14:32:51
O0004885,C009395,S004,2024-05-11 18:40:36,Completed,CASH,50910.81,2024-05-11 18:40:36,2024-05-11 21:09:36
O0004886,C008319,S002,2026-04-25 12:17:10,Completed,CARD,12770.54,2026-04-25 12:17:10,2026-04-25 16:11:10
O0004887,C014227,S007,2025-09-07 15:38:17,Completed,CASH,82006.98,2025-09-07 15:38:17,2025-09-07 18:28:17
O0004888,C007399,S003,2025-07-24 16:48:56,Completed,CASH,72298.11,2025-07-24 16:48:56,2025-07-24 17:12:56
O0004889,C005124,S007,2025-05-30 15:30:32,Completed,CASH,43018.67,2025-05-30 15:30:32,2025-05-30 16:10:32
O0004890,C008513,S007,2026-05-31 11:10:14,Completed,CARD,94236.56,2026-05-31 11:10:14,2026-05-31 14:39:14
O0004891,C014709,S009,2026-03-21 16:15:32,Completed,CARD,12549.81,2026-03-21 16:15:32,2026-03-21 16:37:32
O0004892,C019664,S006,2025-11-29 13:20:53,Completed,WALLET,156463.38,2025-11-29 13:20:53,2025-11-29 14:33:53
O0004893,C019030,S006,2024-01-20 15:41:32,Completed,WALLET,66234.70,2024-01-20 15:41:32,2024-01-20 18:18:32
O0004894,C010588,S001,2026-07-15 20:11:44,Completed,CARD,115388.96,2026-07-15 20:11:44,2026-07-15 22:03:44
O0004895,C017106,S001,2024-06-15 15:21:36,Completed,CARD,59945.08,2024-06-15 15:21:36,2024-06-15 18:28:36
O0004896,C007396,S008,2026-02-10 13:15:23,Completed,CARD,20423.47,2026-02-10 13:15:23,2026-02-10 14:22:23
O0004897,C008498,S001,2026-02-21 18:23:43,Completed,CASH,74671.97,2026-02-21 18:23:43,2026-02-21 20:52:43
O0004898,C010149,S003,2024-06-11 17:45:50,Completed,CARD,10355.74,2024-06-11 17:45:50,2024-06-11 20:07:50
O0004899,C013343,S005,2025-05-03 19:09:51,Completed,CARD,91604.57,2025-05-03 19:09:51,2025-05-03 22:47:51
O0004900,C019413,S003,2026-06-20 13:33:13,Completed,WALLET,73468.54,2026-06-20 13:33:13,2026-06-20 14:44:13
O0004901,C015843,S006,2026-02-24 17:00:53,Completed,CASH,61316.24,2026-02-24 17:00:53,2026-02-24 18:51:53
O0004902,C015948,S008,2024-05-21 10:17:53,Completed,CASH,38716.04,2024-05-21 10:17:53,2024-05-21 12:28:53
O0004903,C002332,S006,2026-04-16 19:09:16,Completed,CASH,141580.24,2026-04-16 19:09:16,2026-04-16 21:04:16
O0004904,C018950,S001,2025-05-30 19:14:32,Completed,CASH,125435.30,2025-05-30 19:14:32,2025-05-30 20:02:32
O0004905,C006450,S012,2025-03-22 18:21:23,Completed,CASH,90739.11,2025-03-22 18:21:23,2025-03-22 19:56:23
O0004906,C003735,S009,2026-07-24 21:28:15,Completed,CARD,72700.57,2026-07-24 21:28:15,2026-07-24 23:07:15
O0004907,C010846,S012,2026-01-17 15:51:58,Completed,CARD,149160.51,2026-01-17 15:51:58,2026-01-17 19:34:58
O0004908,C009325,S012,2025-04-11 18:17:41,Completed,CARD,67859.39,2025-04-11 18:17:41,2025-04-11 20:15:41
O0004909,C011588,S007,2025-10-16 20:00:46,Completed,CARD,34554.05,2025-10-16 20:00:46,2025-10-16 20:40:46
O0004910,C007480,S001,2024-05-24 17:56:44,Completed,CARD,72573.37,2024-05-24 17:56:44,2024-05-24 21:46:44
O0004911,C013817,S009,2025-04-16 12:09:12,Completed,WALLET,54543.98,2025-04-16 12:09:12,2025-04-16 14:07:12
O0004912,C006878,S001,2024-03-22 14:52:08,Completed,CASH,20873.29,2024-03-22 14:52:08,2024-03-22 18:07:08
O0004913,C010099,S006,2024-02-21 11:50:08,Completed,CARD,43051.26,2024-02-21 11:50:08,2024-02-21 12:21:08
O0004914,C016856,S006,2024-06-27 16:04:09,Completed,WALLET,56784.87,2024-06-27 16:04:09,2024-06-27 19:46:09
O0004915,C002344,S002,2025-11-20 16:26:03,Completed,WALLET,63622.14,2025-11-20 16:26:03,2025-11-20 17:45:03
O0004916,C004851,S003,2025-08-16 13:25:05,Completed,CARD,150281.57,2025-08-16 13:25:05,2025-08-16 15:53:05
O0004917,C019799,S004,2025-06-27 20:27:04,Completed,CARD,51862.55,2025-06-27 20:27:04,2025-06-27 23:06:04
O0004918,C003763,S003,2024-02-27 20:25:03,Completed,WALLET,30533.00,2024-02-27 20:25:03,2024-02-27 23:30:03
O0004919,C002889,S001,2024-11-20 16:10:56,Returned,WALLET,2626.78,2024-11-20 16:10:56,2024-11-20 19:01:56
O0004920,,S012,2024-05-10 19:38:34,Completed,CASH,13353.22,2024-05-10 19:38:34,2024-05-10 22:21:34
O0004921,C004972,S012,2024-06-28 16:37:50,Cancelled,CARD,134244.56,2024-06-28 16:37:50,2024-06-28 20:05:50
O0004922,C007176,S005,2025-03-18 17:27:46,Completed,CARD,40351.99,2025-03-18 17:27:46,2025-03-18 21:23:46
O0004923,,S001,2024-08-15 19:48:00,Completed,CARD,62168.60,2024-08-15 19:48:00,2024-08-15 20:59:00
O0004924,C013992,S009,2025-07-18 21:07:53,Completed,INSTALLMENT,764.59,2025-07-18 21:07:53,2025-07-18 21:11:53
O0004925,C009200,S003,2025-09-02 19:37:16,Completed,CASH,8304.72,2025-09-02 19:37:16,2025-09-02 21:14:16
O0004926,C007936,S009,2025-12-16 16:02:44,Completed,CARD,134655.62,2025-12-16 16:02:44,2025-12-16 19:48:44
O0004927,C013245,S011,2024-10-07 17:26:10,Cancelled,CARD,24346.69,2024-10-07 17:26:10,2024-10-07 18:10:10
O0004928,C016357,S010,2026-01-06 10:49:11,Completed,WALLET,52536.99,2026-01-06 10:49:11,2026-01-06 11:55:11
O0004929,,S001,2024-07-28 15:12:45,Completed,CARD,6134.61,2024-07-28 15:12:45,2024-07-28 17:41:45
O0004930,C012304,S011,2025-01-22 20:12:42,Completed,CARD,49238.98,2025-01-22 20:12:42,2025-01-22 23:05:42
O0004931,C004137,S005,2026-06-25 20:15:31,Completed,CARD,60724.80,2026-06-25 20:15:31,2026-06-25 20:44:31
O0004932,,S009,2025-06-05 14:22:44,Completed,WALLET,122395.31,2025-06-05 14:22:44,2025-06-05 14:56:44
O0004933,C017825,S002,2026-03-29 16:48:10,Completed,CASH,314687.62,2026-03-29 16:48:10,2026-03-29 17:13:10
O0004934,C000548,S005,2025-10-27 10:36:12,Completed,CASH,113612.79,2025-10-27 10:36:12,2025-10-27 12:42:12
O0004935,C005396,S008,2024-06-13 18:21:10,Completed,CARD,12866.58,2024-06-13 18:21:10,2024-06-13 18:59:10
O0004936,C017891,S012,2024-01-14 18:41:59,Completed,CASH,27116.63,2024-01-14 18:41:59,2024-01-14 20:52:59
O0004937,C011241,S011,2024-06-03 15:29:59,Completed,CASH,58503.66,2024-06-03 15:29:59,2024-06-03 18:00:59
O0004938,C013251,S011,2025-02-27 13:40:14,Completed,CARD,84601.33,2025-02-27 13:40:14,2025-02-27 13:47:14
O0004939,C007795,S001,2024-04-26 21:31:39,Completed,CARD,26380.29,2024-04-26 21:31:39,2024-04-26 23:08:39
O0004940,C015803,S005,2024-04-17 11:20:01,Completed,CARD,23691.43,2024-04-17 11:20:01,2024-04-17 14:37:01
O0004941,C013214,S004,2024-12-03 21:43:12,Completed,CARD,13667.88,2024-12-03 21:43:12,2024-12-03 22:00:12
O0004942,C005725,S011,2024-01-30 12:40:44,Completed,CARD,60827.07,2024-01-30 12:40:44,2024-01-30 13:21:44
O0004943,C004430,S012,2026-01-29 18:20:30,Completed,CASH,16223.36,2026-01-29 18:20:30,2026-01-29 19:19:30
O0004944,C009129,S008,2024-09-20 11:29:50,Completed,CASH,72992.37,2024-09-20 11:29:50,2024-09-20 12:38:50
O0004945,C011367,S011,2024-05-19 19:47:29,Completed,CARD,42873.23,2024-05-19 19:47:29,2024-05-19 20:27:29
O0004946,C017649,S001,2025-02-01 20:28:10,Completed,CARD,57253.61,2025-02-01 20:28:10,2025-02-01 22:55:10
O0004947,C019555,S004,2024-07-08 12:42:20,Completed,CARD,23808.19,2024-07-08 12:42:20,2024-07-08 13:39:20
O0004948,C008401,S002,2024-11-27 11:13:39,Completed,CASH,41015.75,2024-11-27 11:13:39,2024-11-27 14:35:39
O0004949,,S007,2026-05-28 14:16:10,Completed,WALLET,162449.10,2026-05-28 14:16:10,2026-05-28 15:24:10
O0004950,C018227,S001,2025-04-22 11:13:44,Completed,CARD,42078.44,2025-04-22 11:13:44,2025-04-22 14:31:44
O0004951,C013759,S002,2025-02-05 17:36:39,Completed,CASH,92466.44,2025-02-05 17:36:39,2025-02-05 19:58:39
O0004952,C017386,S002,2025-05-29 19:17:52,Cancelled,CARD,101999.02,2025-05-29 19:17:52,2025-05-29 20:35:52
O0004953,C011670,S010,2025-10-29 16:33:17,Pending,CARD,29804.93,2025-10-29 16:33:17,2025-10-29 16:40:17
O0004954,C019461,S010,2026-03-25 12:04:04,Completed,CARD,187366.98,2026-03-25 12:04:04,2026-03-25 14:18:04
O0004955,C015659,S007,2024-11-22 14:10:12,Completed,CARD,11414.95,2024-11-22 14:10:12,2024-11-22 15:54:12
O0004956,C000626,S010,2024-11-18 15:44:13,Completed,CARD,156137.40,2024-11-18 15:44:13,2024-11-18 17:17:13
O0004957,C005332,S008,2024-07-10 10:31:27,Completed,CARD,302216.43,2024-07-10 10:31:27,2024-07-10 11:39:27
O0004958,C017318,S003,2024-06-10 17:14:33,Completed,CASH,63521.34,2024-06-10 17:14:33,2024-06-10 19:59:33
O0004959,C001051,S001,2026-03-23 19:19:46,Completed,CASH,3795.94,2026-03-23 19:19:46,2026-03-23 21:15:46
O0004960,C018374,S009,2024-10-02 19:39:29,Completed,CARD,11718.80,2024-10-02 19:39:29,2024-10-02 19:49:29
O0004961,C014063,S006,2024-04-21 20:53:53,Completed,INSTALLMENT,25722.17,2024-04-21 20:53:53,2024-04-22 00:09:53
O0004962,C004609,S005,2025-10-10 16:06:01,Completed,CARD,18455.02,2025-10-10 16:06:01,2025-10-10 16:58:01
O0004963,C016906,S006,2024-02-24 17:20:20,Completed,CARD,10456.45,2024-02-24 17:20:20,2024-02-24 17:53:20
O0004964,C017856,S012,2024-10-27 13:15:53,Completed,WALLET,136327.95,2024-10-27 13:15:53,2024-10-27 16:02:53
O0004965,C017568,S006,2026-01-30 19:20:49,Completed,WALLET,53530.94,2026-01-30 19:20:49,2026-01-30 20:23:49
O0004966,C019804,S001,2024-10-22 20:20:47,Completed,CARD,68958.81,2024-10-22 20:20:47,2024-10-22 23:28:47
O0004967,C014397,S006,2024-12-03 12:09:39,Completed,CASH,110154.88,2024-12-03 12:09:39,2024-12-03 12:43:39
O0004968,C003933,S011,2025-03-27 18:45:00,Returned,CARD,19309.47,2025-03-27 18:45:00,2025-03-27 18:48:00
O0004969,C003807,S005,2024-05-04 13:30:07,Completed,CARD,72942.41,2024-05-04 13:30:07,2024-05-04 15:51:07
O0004970,C006751,S009,2025-04-11 11:28:31,Completed,CARD,10797.28,2025-04-11 11:28:31,2025-04-11 14:14:31
O0004971,C000866,S001,2026-05-31 14:12:29,Completed,CARD,225675.03,2026-05-31 14:12:29,2026-05-31 16:37:29
O0004972,,S007,2026-07-03 19:23:54,Completed,CARD,74669.10,2026-07-03 19:23:54,2026-07-03 21:30:54
O0004973,C013076,S010,2026-05-27 20:01:46,Completed,CARD,73854.55,2026-05-27 20:01:46,2026-05-27 23:17:46
O0004974,C011710,S012,2025-02-20 20:58:39,Completed,CARD,82940.01,2025-02-20 20:58:39,2025-02-21 00:11:39
O0004975,C001606,S003,2024-11-14 20:56:43,Completed,INSTALLMENT,26086.64,2024-11-14 20:56:43,2024-11-14 22:01:43
O0004976,C007337,S003,2025-10-18 12:46:02,Completed,WALLET,62050.45,2025-10-18 12:46:02,2025-10-18 15:10:02
O0004977,C019958,S007,2024-05-19 14:13:26,Completed,INSTALLMENT,57470.32,2024-05-19 14:13:26,2024-05-19 16:16:26
O0004978,C009507,S009,2025-09-10 16:26:54,Completed,WALLET,35366.95,2025-09-10 16:26:54,2025-09-10 18:38:54
O0004979,C014960,S008,2025-04-23 19:12:59,Completed,INSTALLMENT,58698.13,2025-04-23 19:12:59,2025-04-23 20:06:59
O0004980,C010306,S009,2024-05-10 16:53:58,Completed,CASH,113987.24,2024-05-10 16:53:58,2024-05-10 16:56:58
O0004981,C006098,S007,2024-06-12 12:07:50,Completed,CARD,46144.81,2024-06-12 12:07:50,2024-06-12 14:23:50
O0004982,C008657,S006,2025-05-30 13:44:12,Completed,CARD,9511.61,2025-05-30 13:44:12,2025-05-30 14:46:12
O0004983,C001795,S005,2024-12-09 15:19:33,Cancelled,CASH,50325.27,2024-12-09 15:19:33,2024-12-09 18:08:33
O0004984,C012280,S006,2024-05-29 19:43:11,Completed,WALLET,54340.10,2024-05-29 19:43:11,2024-05-29 23:12:11
O0004985,C009683,S006,2026-01-14 13:15:24,Completed,CARD,61997.23,2026-01-14 13:15:24,2026-01-14 14:10:24
O0004986,C016422,S002,2024-03-14 17:34:27,Completed,WALLET,113053.39,2024-03-14 17:34:27,2024-03-14 17:50:27
O0004987,C010337,S012,2025-05-30 18:16:33,Completed,WALLET,793.52,2025-05-30 18:16:33,2025-05-30 21:50:33
O0004988,C019366,S006,2025-10-03 18:31:35,Completed,CARD,93447.15,2025-10-03 18:31:35,2025-10-03 22:14:35
O0004989,C006192,S006,2026-01-27 13:11:43,Completed,CARD,35484.30,2026-01-27 13:11:43,2026-01-27 13:51:43
O0004990,C000344,S003,2024-12-25 13:45:11,Completed,CARD,75442.90,2024-12-25 13:45:11,2024-12-25 15:39:11
O0004991,C011215,S006,2025-05-27 18:42:58,Completed,CARD,6466.99,2025-05-27 18:42:58,2025-05-27 22:06:58
O0004992,C019885,S002,2026-05-17 19:24:32,Completed,INSTALLMENT,130069.20,2026-05-17 19:24:32,2026-05-17 20:07:32
O0004993,C002503,S007,2024-05-14 20:50:18,Completed,INSTALLMENT,52425.37,2024-05-14 20:50:18,2024-05-14 23:15:18
O0004994,C010401,S005,2025-03-11 12:27:56,Completed,WALLET,60558.22,2025-03-11 12:27:56,2025-03-11 13:19:56
O0004995,C013460,S005,2024-04-01 13:51:00,Completed,CARD,90472.38,2024-04-01 13:51:00,2024-04-01 17:02:00
O0004996,C000203,S002,2025-06-01 13:34:07,Completed,WALLET,213995.84,2025-06-01 13:34:07,2025-06-01 13:47:07
O0004997,C016396,S003,2025-04-10 21:08:16,Completed,CARD,121224.46,2025-04-10 21:08:16,2025-04-11 00:06:16
O0004998,C011885,S008,2026-01-07 16:51:19,Completed,CASH,142170.75,2026-01-07 16:51:19,2026-01-07 17:34:19
O0004999,C002246,S005,2024-10-15 19:42:35,Completed,CASH,29912.40,2024-10-15 19:42:35,2024-10-15 22:17:35
O0005000,C017841,S010,2025-02-18 12:10:04,Completed,CARD,74108.40,2025-02-18 12:10:04,2025-02-18 15:50:04
O0005001,C018672,S005,2024-12-04 18:46:33,Completed,CARD,50787.00,2024-12-04 18:46:33,2024-12-04 22:35:33
O0005002,C017643,S001,2024-05-28 18:03:10,Completed,INSTALLMENT,108736.95,2024-05-28 18:03:10,2024-05-28 19:34:10
O0005003,C013579,S008,2026-02-06 12:04:39,Completed,CARD,166085.04,2026-02-06 12:04:39,2026-02-06 12:36:39
O0005004,C001156,S004,2025-06-14 19:38:09,Completed,CASH,108420.42,2025-06-14 19:38:09,2025-06-14 19:55:09
O0005005,C005230,S009,2025-09-11 18:17:59,Completed,CARD,53410.51,2025-09-11 18:17:59,2025-09-11 20:39:59
O0005006,C010565,S008,2024-05-09 16:13:04,Completed,CARD,106248.76,2024-05-09 16:13:04,2024-05-09 19:18:04
O0005007,C010457,S009,2026-07-09 20:59:57,Completed,WALLET,131883.14,2026-07-09 20:59:57,2026-07-09 21:45:57
O0005008,C003995,S004,2026-07-02 20:25:24,Completed,CARD,100840.81,2026-07-02 20:25:24,2026-07-02 20:34:24
O0005009,C001950,S007,2026-06-14 18:33:28,Completed,CARD,117877.09,2026-06-14 18:33:28,2026-06-14 21:17:28
O0005010,C019562,S007,2025-08-06 17:06:58,Completed,WALLET,22009.78,2025-08-06 17:06:58,2025-08-06 19:12:58
O0005011,C019011,S001,2025-09-23 17:26:26,Completed,CARD,28241.15,2025-09-23 17:26:26,2025-09-23 17:58:26
O0005012,C001499,S011,2026-07-09 21:10:23,Completed,CARD,52583.17,2026-07-09 21:10:23,2026-07-09 21:58:23
O0005013,C009879,S008,2024-05-13 10:14:06,Completed,CARD,9171.83,2024-05-13 10:14:06,2024-05-13 13:02:06
O0005014,C008167,S006,2025-10-01 20:22:50,Completed,CARD,38409.57,2025-10-01 20:22:50,2025-10-02 00:03:50
O0005015,C006847,S004,2024-01-04 18:00:22,Completed,WALLET,98339.18,2024-01-04 18:00:22,2024-01-04 21:35:22
O0005016,C005351,S001,2025-02-23 18:59:37,Completed,INSTALLMENT,79217.44,2025-02-23 18:59:37,2025-02-23 20:21:37
O0005017,,S010,2025-04-28 21:03:29,Completed,CARD,26431.71,2025-04-28 21:03:29,2025-04-28 22:34:29
O0005018,C008742,S008,2026-07-09 14:54:58,Completed,CARD,31210.94,2026-07-09 14:54:58,2026-07-09 18:23:58
O0005019,C016672,S001,2025-11-13 18:14:10,Completed,CASH,87716.89,2025-11-13 18:14:10,2025-11-13 20:48:10
O0005020,C014199,S005,2025-10-25 12:59:19,Completed,CARD,42109.55,2025-10-25 12:59:19,2025-10-25 16:46:19
O0005021,C005969,S006,2025-04-24 16:55:19,Completed,CARD,50236.43,2025-04-24 16:55:19,2025-04-24 18:31:19
O0005022,,S011,2024-04-16 14:32:21,Completed,CARD,50203.79,2024-04-16 14:32:21,2024-04-16 16:56:21
O0005023,C012935,S012,2024-01-03 21:52:39,Completed,CASH,134446.00,2024-01-03 21:52:39,2024-01-03 23:03:39
O0005024,C007132,S010,2026-01-18 16:50:18,Completed,CARD,203255.93,2026-01-18 16:50:18,2026-01-18 20:40:18
O0005025,C016056,S010,2025-04-19 20:53:12,Completed,CARD,39829.41,2025-04-19 20:53:12,2025-04-19 21:18:12
O0005026,C015903,S008,2024-06-21 15:41:26,Completed,CASH,35347.06,2024-06-21 15:41:26,2024-06-21 19:16:26
