MovementID,WarehouseID,ProductID,MovementType,QuantityChange,MovementDateTime,ReferenceNo,CreatedAt
12998,WH02,P0049,ISSUE_TO_STORE,-64,2026-06-24 00:18:58,REF354635,2026-06-24 00:18:58
12999,WH01,P0064,RECEIPT,33,2026-03-25 03:45:31,REF449611,2026-03-25 03:45:31
13000,WH01,P0308,ISSUE_TO_STORE,-31,2025-11-22 10:57:50,REF851400,2025-11-22 10:57:50
13001,WH01,P0122,TRANSFER_OUT,-35,2025-05-23 18:58:50,REF775079,2025-05-23 18:58:50
13002,WH01,P0287,RECEIPT,30,2025-03-16 03:59:17,REF664581,2025-03-16 03:59:17
13003,WH02,P0073,ADJUSTMENT_OUT,-27,2025-05-05 06:15:54,REF446141,2025-05-05 06:15:54
13004,WH01,P0304,RECEIPT,28,2026-02-27 12:14:12,REF834686,2026-02-27 12:14:12
13005,WH02,P0189,RETURN_TO_VENDOR,-66,2025-10-25 05:02:34,REF984547,2025-10-25 05:02:34
13006,WH01,P0052,TRANSFER_OUT,-33,2025-09-05 00:00:57,REF574417,2025-09-05 00:00:57
13007,WH02,P0073,TRANSFER_IN,68,2025-03-22 04:54:04,REF812929,2025-03-22 04:54:04
13008,WH01,P0126,RETURN_TO_VENDOR,-63,2026-03-10 21:01:27,REF413938,2026-03-10 21:01:27
13009,WH02,P0118,RECEIPT,26,2025-06-16 09:14:09,REF735296,2025-06-16 09:14:09
13010,WH02,P0288,RECEIPT,10,2025-11-07 14:15:08,REF189147,2025-11-07 14:15:08
13011,WH01,P0302,ISSUE_TO_STORE,-10,2026-05-11 18:43:46,REF375523,2026-05-11 18:43:46
13012,WH02,P0284,ADJUSTMENT_OUT,-13,2026-07-20 18:00:40,REF962034,2026-07-20 18:00:40
13013,WH01,P0084,ISSUE_TO_STORE,-55,2025-07-28 11:48:39,REF303192,2025-07-28 11:48:39
13014,WH01,P0156,ISSUE_TO_STORE,-24,2025-09-25 00:44:17,REF411410,2025-09-25 00:44:17
13015,WH01,P0045,TRANSFER_OUT,-9,2025-09-28 17:14:03,REF798987,2025-09-28 17:14:03
13016,WH02,P0160,ADJUSTMENT_IN,17,2026-04-26 22:35:27,REF363095,2026-04-26 22:35:27
13017,WH01,P0258,RECEIPT,63,2025-01-11 06:13:52,REF537943,2025-01-11 06:13:52
13018,WH01,P0153,TRANSFER_OUT,-65,2026-02-19 11:47:39,REF200551,2026-02-19 11:47:39
13019,WH01,P0133,ISSUE_TO_STORE,-64,2025-10-03 12:23:46,REF778260,2025-10-03 12:23:46
13020,WH02,P0068,RECEIPT,48,2026-01-17 18:05:18,REF717551,2026-01-17 18:05:18
13021,WH02,P0178,TRANSFER_IN,52,2025-08-06 16:41:57,REF993189,2025-08-06 16:41:57
13022,WH02,P0231,ISSUE_TO_STORE,-23,2025-12-08 15:01:10,REF193205,2025-12-08 15:01:10
13023,WH02,P0003,TRANSFER_IN,19,2026-01-24 15:18:38,REF859688,2026-01-24 15:18:38
13024,WH02,P0070,ISSUE_TO_STORE,-39,2026-06-03 06:21:34,REF339277,2026-06-03 06:21:34
13025,WH02,P0076,TRANSFER_IN,58,2025-08-10 04:06:45,REF706475,2025-08-10 04:06:45
13026,WH02,P0148,ISSUE_TO_STORE,-52,2026-02-02 14:03:55,REF491625,2026-02-02 14:03:55
13027,WH02,P0155,TRANSFER_IN,64,2026-06-29 08:37:33,REF844286,2026-06-29 08:37:33
13028,WH02,P0066,RETURN_TO_VENDOR,-12,2026-04-05 18:46:03,REF629517,2026-04-05 18:46:03
13029,WH01,P0302,ISSUE_TO_STORE,-40,2025-08-12 11:02:28,REF541415,2025-08-12 11:02:28
13030,WH02,P0165,ISSUE_TO_STORE,-7,2026-02-03 11:16:27,REF190159,2026-02-03 11:16:27
13031,WH02,P0191,TRANSFER_OUT,-62,2025-04-04 06:51:16,REF761841,2025-04-04 06:51:16
13032,WH02,P0085,ISSUE_TO_STORE,-17,2025-01-12 01:32:52,REF864638,2025-01-12 01:32:52
13033,WH02,P0066,ISSUE_TO_STORE,-66,2025-08-09 14:33:21,REF169028,2025-08-09 14:33:21
13034,WH02,P0142,RECEIPT,4,2025-03-12 00:51:55,REF764926,2025-03-12 00:51:55
13035,WH01,P0305,RECEIPT,7,2025-11-14 22:44:41,REF827446,2025-11-14 22:44:41
13036,WH01,P0303,ISSUE_TO_STORE,-30,2026-03-31 19:54:07,REF513667,2026-03-31 19:54:07
13037,WH02,P0018,RETURN_TO_VENDOR,-24,2025-12-20 17:36:44,REF354536,2025-12-20 17:36:44
13038,WH01,P0107,ADJUSTMENT_OUT,-27,2025-03-23 03:07:33,REF709664,2025-03-23 03:07:33
13039,WH01,P0198,TRANSFER_OUT,-29,2026-03-12 16:17:27,REF270262,2026-03-12 16:17:27
13040,WH01,P0181,RECEIPT,38,2026-07-19 17:19:22,REF888170,2026-07-19 17:19:22
13041,WH01,P0017,ADJUSTMENT_IN,33,2026-04-29 02:46:22,REF705041,2026-04-29 02:46:22
13042,WH02,P0096,ISSUE_TO_STORE,-60,2025-05-15 07:57:20,REF175100,2025-05-15 07:57:20
13043,WH01,P0237,ISSUE_TO_STORE,-31,2026-01-29 17:30:11,REF357925,2026-01-29 17:30:11
13044,WH02,P0195,ISSUE_TO_STORE,-28,2026-02-16 08:45:11,REF606671,2026-02-16 08:45:11
13045,WH01,P0216,RECEIPT,54,2026-05-20 01:08:57,REF874336,2026-05-20 01:08:57
13046,WH02,P0043,RECEIPT,13,2025-03-29 02:25:07,REF986795,2025-03-29 02:25:07
13047,WH01,P0125,ISSUE_TO_STORE,-10,2026-05-11 15:44:16,REF591019,2026-05-11 15:44:16
13048,WH02,P0227,TRANSFER_OUT,-31,2025-12-31 15:42:49,REF760702,2025-12-31 15:42:49
13049,WH01,P0047,TRANSFER_IN,40,2026-04-21 15:37:50,REF551513,2026-04-21 15:37:50
13050,WH02,P0030,ISSUE_TO_STORE,-34,2026-03-04 22:22:26,REF733989,2026-03-04 22:22:26
13051,WH02,P0240,ISSUE_TO_STORE,-43,2025-09-07 19:11:31,REF239008,2025-09-07 19:11:31
13052,WH01,P0293,ISSUE_TO_STORE,-55,2026-04-25 08:30:38,REF154238,2026-04-25 08:30:38
13053,WH01,P0213,RECEIPT,10,2026-05-31 22:23:33,REF329286,2026-05-31 22:23:33
13054,WH01,P0010,ISSUE_TO_STORE,-52,2026-06-23 09:15:55,REF859663,2026-06-23 09:15:55
13055,WH02,P0271,ISSUE_TO_STORE,-8,2026-02-22 20:36:16,REF148685,2026-02-22 20:36:16
13056,WH01,P0189,TRANSFER_OUT,-32,2026-03-27 02:30:02,REF792791,2026-03-27 02:30:02
13057,WH02,P0317,ADJUSTMENT_IN,57,2026-06-14 01:40:50,REF551332,2026-06-14 01:40:50
13058,WH01,P0171,ADJUSTMENT_OUT,-32,2026-03-04 05:07:58,REF416563,2026-03-04 05:07:58
13059,WH02,P0306,ISSUE_TO_STORE,-31,2025-04-24 22:42:41,REF634160,2025-04-24 22:42:41
13060,WH02,P0027,RETURN_TO_VENDOR,-36,2026-07-11 14:02:59,REF483193,2026-07-11 14:02:59
13061,WH02,P0068,RETURN_TO_VENDOR,-49,2025-12-21 11:28:25,REF691716,2025-12-21 11:28:25
13062,WH02,P0081,RECEIPT,12,2025-01-11 20:55:50,REF593440,2025-01-11 20:55:50
13063,WH01,P0179,ISSUE_TO_STORE,-52,2025-01-20 18:07:15,REF476752,2025-01-20 18:07:15
13064,WH02,P0008,TRANSFER_IN,67,2025-10-14 03:37:27,REF355023,2025-10-14 03:37:27
13065,WH02,P0309,RECEIPT,30,2025-11-16 00:14:05,REF978276,2025-11-16 00:14:05
13066,WH01,P0183,ISSUE_TO_STORE,-31,2025-12-06 21:01:15,REF283831,2025-12-06 21:01:15
13067,WH01,P0199,RECEIPT,63,2025-03-26 11:46:29,REF786310,2025-03-26 11:46:29
13068,WH02,P0175,ISSUE_TO_STORE,-6,2025-11-07 02:40:18,REF155813,2025-11-07 02:40:18
13069,WH01,P0207,ISSUE_TO_STORE,-30,2026-06-08 22:50:21,REF322507,2026-06-08 22:50:21
13070,WH02,P0061,ADJUSTMENT_IN,5,2025-03-18 08:31:30,REF569770,2025-03-18 08:31:30
13071,WH01,P0298,ISSUE_TO_STORE,-35,2026-03-17 18:30:56,REF259952,2026-03-17 18:30:56
13072,WH01,P0111,RECEIPT,45,2026-07-29 05:12:55,REF168909,2026-07-29 05:12:55
13073,WH01,P0067,TRANSFER_IN,1,2025-02-15 01:00:19,REF409499,2025-02-15 01:00:19
13074,WH02,P0007,ISSUE_TO_STORE,-67,2026-03-08 23:41:17,REF890785,2026-03-08 23:41:17
13075,WH02,P0150,ADJUSTMENT_IN,16,2025-03-03 02:09:54,REF520163,2025-03-03 02:09:54
13076,WH01,P0073,RECEIPT,58,2025-08-17 09:11:46,REF167669,2025-08-17 09:11:46
13077,WH01,P0310,RECEIPT,68,2025-11-01 16:06:18,REF915924,2025-11-01 16:06:18
13078,WH02,P0081,ISSUE_TO_STORE,-22,2026-07-02 00:54:03,REF283288,2026-07-02 00:54:03
13079,WH01,P0032,RECEIPT,15,2025-06-30 16:00:04,REF414927,2025-06-30 16:00:04
13080,WH01,P0185,ISSUE_TO_STORE,-7,2025-05-23 17:50:11,REF597409,2025-05-23 17:50:11
13081,WH02,P0021,TRANSFER_IN,20,2026-06-21 16:18:44,REF875976,2026-06-21 16:18:44
13082,WH01,P0219,ISSUE_TO_STORE,-68,2025-08-10 03:00:34,REF822373,2025-08-10 03:00:34
13083,WH02,P0042,ISSUE_TO_STORE,-23,2026-02-06 02:45:00,REF693804,2026-02-06 02:45:00
13084,WH01,P0158,RECEIPT,32,2026-06-24 11:37:07,REF417067,2026-06-24 11:37:07
13085,WH02,P0314,TRANSFER_OUT,-30,2026-01-28 20:13:06,REF264804,2026-01-28 20:13:06
13086,WH02,P0285,ISSUE_TO_STORE,-49,2025-12-04 06:46:39,REF548859,2025-12-04 06:46:39
13087,WH01,P0306,TRANSFER_OUT,-9,2025-10-08 16:34:31,REF182109,2025-10-08 16:34:31
13088,WH02,P0287,RECEIPT,58,2025-06-10 17:04:42,REF552018,2025-06-10 17:04:42
13089,WH01,P0016,ISSUE_TO_STORE,-26,2025-09-03 03:05:32,REF766963,2025-09-03 03:05:32
13090,WH02,P0125,RECEIPT,53,2026-03-07 02:02:26,REF794043,2026-03-07 02:02:26
13091,WH01,P0136,ISSUE_TO_STORE,-40,2026-04-29 09:11:47,REF367368,2026-04-29 09:11:47
13092,WH02,P0250,RECEIPT,31,2025-11-10 23:50:54,REF192996,2025-11-10 23:50:54
13093,WH02,P0139,ISSUE_TO_STORE,-31,2025-02-14 22:44:03,REF419007,2025-02-14 22:44:03
13094,WH02,P0299,ISSUE_TO_STORE,-28,2025-07-15 21:34:37,REF872032,2025-07-15 21:34:37
13095,WH01,P0071,ISSUE_TO_STORE,-13,2026-02-05 08:12:48,REF451652,2026-02-05 08:12:48
13096,WH01,P0222,RECEIPT,47,2025-04-10 02:35:29,REF441646,2025-04-10 02:35:29
13097,WH02,P0093,TRANSFER_IN,37,2026-07-12 07:18:29,REF606266,2026-07-12 07:18:29
13098,WH01,P0263,TRANSFER_OUT,-60,2026-06-18 07:43:41,REF919793,2026-06-18 07:43:41
13099,WH01,P0222,RECEIPT,31,2025-07-23 01:56:22,REF758133,2025-07-23 01:56:22
13100,WH02,P0095,ISSUE_TO_STORE,-36,2026-04-08 02:07:50,REF229938,2026-04-08 02:07:50
13101,WH02,P0060,RECEIPT,46,2025-04-28 12:45:43,REF890648,2025-04-28 12:45:43
13102,WH01,P0118,ISSUE_TO_STORE,-57,2026-04-02 00:55:10,REF340393,2026-04-02 00:55:10
13103,WH01,P0069,TRANSFER_IN,21,2025-03-16 00:32:40,REF744181,2025-03-16 00:32:40
13104,WH01,P0077,ISSUE_TO_STORE,-13,2026-07-14 07:51:04,REF522517,2026-07-14 07:51:04
13105,WH02,P0003,ADJUSTMENT_OUT,-4,2025-05-29 14:46:52,REF889133,2025-05-29 14:46:52
13106,WH01,P0076,ADJUSTMENT_OUT,-40,2025-02-22 02:52:37,REF483857,2025-02-22 02:52:37
13107,WH01,P0004,ADJUSTMENT_IN,11,2025-02-14 00:43:29,REF436667,2025-02-14 00:43:29
13108,WH02,P0260,TRANSFER_IN,14,2025-10-28 16:52:30,REF548300,2025-10-28 16:52:30
13109,WH01,P0154,ISSUE_TO_STORE,-59,2026-02-13 18:22:43,REF874158,2026-02-13 18:22:43
13110,WH02,P0085,TRANSFER_OUT,-53,2025-06-04 17:25:09,REF946815,2025-06-04 17:25:09
13111,WH02,P0063,RETURN_TO_VENDOR,-23,2025-01-05 08:26:36,REF281823,2025-01-05 08:26:36
13112,WH02,P0059,ISSUE_TO_STORE,-11,2025-11-28 11:48:47,REF860201,2025-11-28 11:48:47
13113,WH01,P0136,ADJUSTMENT_IN,41,2026-05-17 17:18:45,REF117297,2026-05-17 17:18:45
13114,WH02,P0069,RECEIPT,24,2026-05-05 10:20:30,REF549285,2026-05-05 10:20:30
13115,WH01,P0108,RECEIPT,34,2026-02-20 01:33:48,REF704484,2026-02-20 01:33:48
13116,WH01,P0108,RECEIPT,7,2025-02-01 19:33:33,REF331005,2025-02-01 19:33:33
13117,WH02,P0314,ADJUSTMENT_OUT,-64,2025-03-12 19:54:35,REF155933,2025-03-12 19:54:35
13118,WH01,P0045,RECEIPT,8,2025-03-24 04:37:13,REF207142,2025-03-24 04:37:13
13119,WH02,P0039,ISSUE_TO_STORE,-5,2025-01-09 07:39:21,REF940177,2025-01-09 07:39:21
13120,WH02,P0221,ISSUE_TO_STORE,-43,2025-12-02 23:13:08,REF644712,2025-12-02 23:13:08
13121,WH01,P0211,TRANSFER_IN,69,2025-09-24 07:01:18,REF897051,2025-09-24 07:01:18
13122,WH02,P0229,ISSUE_TO_STORE,-22,2026-02-08 03:34:16,REF549256,2026-02-08 03:34:16
13123,WH02,P0107,ISSUE_TO_STORE,-53,2025-09-18 19:10:40,REF970741,2025-09-18 19:10:40
13124,WH01,P0098,RECEIPT,52,2026-03-24 15:46:23,REF280427,2026-03-24 15:46:23
13125,WH02,P0242,ISSUE_TO_STORE,-33,2026-01-19 22:28:06,REF251822,2026-01-19 22:28:06
13126,WH02,P0118,RECEIPT,38,2025-11-15 02:47:54,REF340533,2025-11-15 02:47:54
13127,WH02,P0120,ADJUSTMENT_IN,30,2026-02-22 01:34:54,REF517883,2026-02-22 01:34:54
13128,WH01,P0079,TRANSFER_OUT,-53,2025-03-10 09:20:58,REF441823,2025-03-10 09:20:58
13129,WH02,P0061,TRANSFER_OUT,-50,2026-04-19 23:34:08,REF740709,2026-04-19 23:34:08
13130,WH01,P0174,TRANSFER_IN,31,2025-07-05 09:49:19,REF882153,2025-07-05 09:49:19
13131,WH01,P0128,TRANSFER_IN,9,2026-04-12 02:43:17,REF589273,2026-04-12 02:43:17
13132,WH02,P0187,ADJUSTMENT_IN,65,2025-08-25 04:21:33,REF336880,2025-08-25 04:21:33
13133,WH02,P0172,ISSUE_TO_STORE,-47,2025-11-26 18:41:13,REF230652,2025-11-26 18:41:13
13134,WH01,P0152,ISSUE_TO_STORE,-49,2025-01-02 19:07:28,REF351651,2025-01-02 19:07:28
13135,WH01,P0179,ISSUE_TO_STORE,-42,2025-07-30 21:31:04,REF270903,2025-07-30 21:31:04
13136,WH02,P0062,RECEIPT,64,2025-08-26 11:23:34,REF186167,2025-08-26 11:23:34
13137,WH01,P0319,TRANSFER_IN,67,2025-08-14 23:26:12,REF267889,2025-08-14 23:26:12
13138,WH01,P0141,ISSUE_TO_STORE,-54,2026-01-30 08:13:53,REF385558,2026-01-30 08:13:53
13139,WH01,P0054,ISSUE_TO_STORE,-52,2026-01-06 19:16:40,REF534482,2026-01-06 19:16:40
13140,WH01,P0166,RECEIPT,50,2025-02-22 06:34:00,REF380418,2025-02-22 06:34:00
13141,WH02,P0054,ISSUE_TO_STORE,-57,2026-07-25 14:07:17,REF514001,2026-07-25 14:07:17
13142,WH01,P0054,ISSUE_TO_STORE,-54,2026-04-13 01:10:33,REF899551,2026-04-13 01:10:33
13143,WH01,P0073,ADJUSTMENT_OUT,-62,2025-09-29 08:59:31,REF605248,2025-09-29 08:59:31
13144,WH01,P0040,RECEIPT,26,2026-04-30 14:15:48,REF234736,2026-04-30 14:15:48
13145,WH02,P0264,ISSUE_TO_STORE,-22,2026-07-18 14:36:47,REF630160,2026-07-18 14:36:47
13146,WH01,P0179,ISSUE_TO_STORE,-67,2025-10-08 23:19:58,REF458159,2025-10-08 23:19:58
13147,WH01,P0043,ISSUE_TO_STORE,-15,2025-01-30 02:16:29,REF898698,2025-01-30 02:16:29
13148,WH01,P0025,RECEIPT,67,2025-05-07 11:13:01,REF382579,2025-05-07 11:13:01
13149,WH01,P0221,ISSUE_TO_STORE,-67,2025-02-08 19:03:01,REF311498,2025-02-08 19:03:01
13150,WH01,P0144,RECEIPT,69,2026-01-04 11:24:48,REF366629,2026-01-04 11:24:48
13151,WH02,P0259,ADJUSTMENT_IN,4,2025-04-18 01:09:41,REF330708,2025-04-18 01:09:41
13152,WH02,P0114,TRANSFER_OUT,-58,2025-08-18 11:15:44,REF430202,2025-08-18 11:15:44
13153,WH02,P0169,RETURN_TO_VENDOR,-38,2026-02-01 14:17:46,REF960772,2026-02-01 14:17:46
13154,WH02,P0297,RECEIPT,2,2025-12-05 02:27:16,REF345208,2025-12-05 02:27:16
13155,WH01,P0166,ISSUE_TO_STORE,-56,2025-07-25 19:14:39,REF960579,2025-07-25 19:14:39
13156,WH01,P0282,ISSUE_TO_STORE,-43,2025-05-04 12:21:55,REF269542,2025-05-04 12:21:55
13157,WH01,P0276,ADJUSTMENT_IN,14,2025-08-12 11:12:24,REF667903,2025-08-12 11:12:24
13158,WH01,P0136,ISSUE_TO_STORE,-6,2025-02-03 01:28:52,REF458240,2025-02-03 01:28:52
13159,WH01,P0204,ISSUE_TO_STORE,-43,2026-05-19 04:43:47,REF619494,2026-05-19 04:43:47
13160,WH01,P0154,TRANSFER_OUT,-66,2025-08-25 15:02:21,REF699683,2025-08-25 15:02:21
13161,WH01,P0111,RECEIPT,22,2025-06-12 22:46:32,REF475299,2025-06-12 22:46:32
13162,WH02,P0102,TRANSFER_OUT,-60,2025-10-10 21:24:17,REF565104,2025-10-10 21:24:17
13163,WH01,P0041,ISSUE_TO_STORE,-24,2025-10-20 15:17:21,REF446244,2025-10-20 15:17:21
13164,WH02,P0259,RECEIPT,60,2026-01-08 14:28:51,REF234408,2026-01-08 14:28:51
13165,WH02,P0310,TRANSFER_OUT,-55,2025-11-30 16:23:40,REF493957,2025-11-30 16:23:40
13166,WH01,P0134,TRANSFER_IN,6,2026-01-30 23:21:07,REF509727,2026-01-30 23:21:07
13167,WH02,P0261,TRANSFER_OUT,-21,2026-07-30 04:16:32,REF476647,2026-07-30 04:16:32
13168,WH01,P0251,ADJUSTMENT_IN,61,2026-03-13 20:13:25,REF784489,2026-03-13 20:13:25
13169,WH02,P0303,ADJUSTMENT_IN,56,2025-08-14 20:54:02,REF828417,2025-08-14 20:54:02
13170,WH01,P0285,RECEIPT,59,2025-11-21 07:30:11,REF738660,2025-11-21 07:30:11
13171,WH01,P0027,RECEIPT,60,2025-10-05 11:45:05,REF684894,2025-10-05 11:45:05
13172,WH02,P0291,ISSUE_TO_STORE,-17,2025-08-14 23:54:02,REF421574,2025-08-14 23:54:02
13173,WH01,P0099,TRANSFER_IN,16,2025-07-08 20:36:24,REF295584,2025-07-08 20:36:24
13174,WH01,P0064,ISSUE_TO_STORE,-67,2025-06-07 22:49:01,REF732859,2025-06-07 22:49:01
13175,WH01,P0059,RETURN_TO_VENDOR,-47,2026-03-12 20:23:56,REF172270,2026-03-12 20:23:56
13176,WH01,P0145,ISSUE_TO_STORE,-58,2025-03-28 10:58:32,REF781747,2025-03-28 10:58:32
13177,WH02,P0007,RECEIPT,39,2026-04-02 07:27:05,REF962805,2026-04-02 07:27:05
13178,WH02,P0213,ISSUE_TO_STORE,-41,2025-07-22 02:15:08,REF685284,2025-07-22 02:15:08
13179,WH01,P0099,TRANSFER_OUT,-39,2026-01-04 22:43:37,REF374356,2026-01-04 22:43:37
13180,WH02,P0025,ADJUSTMENT_OUT,-58,2025-07-07 22:04:34,REF650323,2025-07-07 22:04:34
13181,WH02,P0094,TRANSFER_IN,69,2025-03-03 21:27:26,REF997257,2025-03-03 21:27:26
13182,WH02,P0258,RECEIPT,13,2026-03-11 21:05:40,REF338666,2026-03-11 21:05:40
13183,WH02,P0238,ISSUE_TO_STORE,-61,2025-01-26 12:32:13,REF347256,2025-01-26 12:32:13
13184,WH02,P0033,RECEIPT,47,2026-07-03 20:32:45,REF349098,2026-07-03 20:32:45
13185,WH02,P0249,ISSUE_TO_STORE,-10,2025-05-03 18:17:04,REF441589,2025-05-03 18:17:04
13186,WH02,P0079,RETURN_TO_VENDOR,-7,2026-05-09 16:26:55,REF133584,2026-05-09 16:26:55
13187,WH01,P0277,TRANSFER_OUT,-15,2025-01-10 01:50:25,REF773078,2025-01-10 01:50:25
13188,WH02,P0239,RECEIPT,2,2025-02-02 11:02:02,REF520552,2025-02-02 11:02:02
13189,WH02,P0279,ISSUE_TO_STORE,-62,2025-11-29 07:00:50,REF805152,2025-11-29 07:00:50
13190,WH02,P0053,ISSUE_TO_STORE,-64,2025-08-08 12:14:32,REF242636,2025-08-08 12:14:32
13191,WH02,P0073,ISSUE_TO_STORE,-10,2025-09-07 16:39:31,REF278533,2025-09-07 16:39:31
13192,WH02,P0040,ADJUSTMENT_IN,7,2025-06-01 11:03:54,REF264558,2025-06-01 11:03:54
13193,WH02,P0113,ADJUSTMENT_IN,53,2025-05-06 07:17:17,REF334328,2025-05-06 07:17:17
13194,WH02,P0242,RECEIPT,34,2026-03-16 08:29:50,REF682253,2026-03-16 08:29:50
13195,WH02,P0116,TRANSFER_OUT,-34,2026-03-06 13:43:49,REF265903,2026-03-06 13:43:49
13196,WH02,P0300,ISSUE_TO_STORE,-34,2026-01-26 04:40:25,REF323531,2026-01-26 04:40:25
13197,WH02,P0240,RECEIPT,26,2025-06-07 09:28:39,REF736741,2025-06-07 09:28:39
13198,WH01,P0022,ISSUE_TO_STORE,-23,2025-01-05 09:16:27,REF752043,2025-01-05 09:16:27
13199,WH01,P0185,ISSUE_TO_STORE,-16,2025-11-05 09:41:14,REF877240,2025-11-05 09:41:14
13200,WH01,P0287,RETURN_TO_VENDOR,-17,2025-10-19 13:04:29,REF711851,2025-10-19 13:04:29
13201,WH02,P0034,RECEIPT,37,2025-07-06 06:09:15,REF765158,2025-07-06 06:09:15
13202,WH01,P0254,TRANSFER_IN,53,2026-01-24 23:03:21,REF258610,2026-01-24 23:03:21
13203,WH02,P0049,ISSUE_TO_STORE,-65,2025-12-21 11:25:26,REF183526,2025-12-21 11:25:26
13204,WH01,P0151,TRANSFER_IN,59,2026-03-10 18:05:21,REF761967,2026-03-10 18:05:21
13205,WH02,P0151,ISSUE_TO_STORE,-13,2025-10-08 01:54:18,REF876476,2025-10-08 01:54:18
13206,WH01,P0093,RECEIPT,69,2025-12-27 10:46:13,REF618748,2025-12-27 10:46:13
13207,WH01,P0039,TRANSFER_IN,54,2025-11-17 00:05:22,REF961194,2025-11-17 00:05:22
13208,WH01,P0160,ISSUE_TO_STORE,-51,2025-12-15 17:51:22,REF596546,2025-12-15 17:51:22
13209,WH02,P0205,TRANSFER_IN,58,2025-09-17 22:13:41,REF464008,2025-09-17 22:13:41
13210,WH02,P0268,RECEIPT,33,2026-05-17 13:49:01,REF442864,2026-05-17 13:49:01
13211,WH01,P0173,TRANSFER_IN,58,2026-03-30 10:36:36,REF195436,2026-03-30 10:36:36
13212,WH02,P0316,TRANSFER_OUT,-45,2026-01-01 09:39:53,REF396524,2026-01-01 09:39:53
13213,WH02,P0151,RECEIPT,18,2026-06-01 05:19:41,REF957341,2026-06-01 05:19:41
13214,WH02,P0196,RECEIPT,25,2025-06-27 10:48:56,REF880293,2025-06-27 10:48:56
13215,WH01,P0007,RECEIPT,27,2026-03-08 01:22:07,REF476052,2026-03-08 01:22:07
13216,WH02,P0166,RECEIPT,17,2025-05-15 08:28:01,REF919090,2025-05-15 08:28:01
13217,WH02,P0242,ISSUE_TO_STORE,-23,2025-09-28 15:39:13,REF156613,2025-09-28 15:39:13
13218,WH01,P0224,RECEIPT,5,2026-03-27 17:22:37,REF777610,2026-03-27 17:22:37
13219,WH02,P0049,TRANSFER_IN,5,2025-02-26 22:07:38,REF145910,2025-02-26 22:07:38
13220,WH02,P0226,TRANSFER_OUT,-23,2025-05-27 15:49:36,REF852216,2025-05-27 15:49:36
13221,WH01,P0311,ISSUE_TO_STORE,-18,2025-08-27 19:06:23,REF688658,2025-08-27 19:06:23
13222,WH01,P0282,RECEIPT,21,2025-01-11 17:15:14,REF112307,2025-01-11 17:15:14
13223,WH02,P0123,ADJUSTMENT_OUT,-28,2026-02-26 10:56:01,REF654256,2026-02-26 10:56:01
13224,WH02,P0035,ISSUE_TO_STORE,-38,2026-02-09 05:18:33,REF491628,2026-02-09 05:18:33
13225,WH02,P0179,ISSUE_TO_STORE,-7,2026-07-09 19:53:25,REF652677,2026-07-09 19:53:25
13226,WH01,P0135,TRANSFER_OUT,-52,2025-03-31 10:37:48,REF841180,2025-03-31 10:37:48
13227,WH01,P0054,ISSUE_TO_STORE,-24,2025-07-31 18:51:14,REF245543,2025-07-31 18:51:14
13228,WH01,P0285,TRANSFER_OUT,-29,2025-11-04 19:43:49,REF895517,2025-11-04 19:43:49
13229,WH02,P0021,ISSUE_TO_STORE,-15,2025-03-17 10:40:57,REF107428,2025-03-17 10:40:57
13230,WH02,P0036,TRANSFER_IN,39,2025-03-10 15:41:28,REF748743,2025-03-10 15:41:28
13231,WH02,P0162,TRANSFER_OUT,-61,2025-11-03 00:32:40,REF722469,2025-11-03 00:32:40
13232,WH01,P0155,ISSUE_TO_STORE,-13,2026-05-10 02:49:24,REF524115,2026-05-10 02:49:24
13233,WH01,P0047,TRANSFER_IN,32,2025-04-21 12:29:34,REF383542,2025-04-21 12:29:34
13234,WH01,P0224,RECEIPT,27,2026-04-16 05:58:42,REF231406,2026-04-16 05:58:42
13235,WH02,P0011,TRANSFER_IN,17,2026-02-03 09:05:24,REF417904,2026-02-03 09:05:24
13236,WH01,P0204,ISSUE_TO_STORE,-56,2025-09-10 03:19:19,REF243708,2025-09-10 03:19:19
13237,WH02,P0114,TRANSFER_IN,51,2025-12-07 09:08:32,REF688874,2025-12-07 09:08:32
13238,WH01,P0200,ISSUE_TO_STORE,-44,2025-02-03 06:45:33,REF930339,2025-02-03 06:45:33
13239,WH02,P0110,ISSUE_TO_STORE,-2,2026-07-16 07:32:59,REF362962,2026-07-16 07:32:59
13240,WH02,P0083,ISSUE_TO_STORE,-25,2026-03-18 19:43:45,REF950546,2026-03-18 19:43:45
13241,WH02,P0269,ISSUE_TO_STORE,-21,2026-07-19 04:30:55,REF347699,2026-07-19 04:30:55
13242,WH02,P0215,RECEIPT,19,2025-06-13 06:21:33,REF234541,2025-06-13 06:21:33
13243,WH02,P0250,ADJUSTMENT_OUT,-38,2025-12-10 13:31:31,REF923582,2025-12-10 13:31:31
13244,WH01,P0308,ISSUE_TO_STORE,-58,2025-04-14 01:31:38,REF776297,2025-04-14 01:31:38
13245,WH01,P0223,ISSUE_TO_STORE,-13,2025-12-30 17:05:02,REF346943,2025-12-30 17:05:02
13246,WH02,P0056,ISSUE_TO_STORE,-19,2026-03-03 09:51:56,REF540976,2026-03-03 09:51:56
13247,WH01,P0168,ISSUE_TO_STORE,-4,2025-01-28 23:49:58,REF880416,2025-01-28 23:49:58
