WarehouseID,ProductID,QuantityOnHand,ReservedQuantity,AvailableQuantity,LastUpdated
WH02,P0196,132,12,120,2026-07-31 23:59:59
WH02,P0197,119,6,113,2026-07-31 23:59:59
WH02,P0198,16,0,16,2026-07-31 23:59:59
WH02,P0199,223,48,175,2026-07-31 23:59:59
WH02,P0200,58,38,20,2026-07-31 23:59:59
WH02,P0201,213,54,159,2026-07-31 23:59:59
WH02,P0202,271,80,191,2026-07-31 23:59:59
WH02,P0203,130,41,89,2026-07-31 23:59:59
WH02,P0204,223,43,180,2026-07-31 23:59:59
WH02,P0205,222,78,144,2026-07-31 23:59:59
WH02,P0206,130,23,107,2026-07-31 23:59:59
WH02,P0207,301,62,239,2026-07-31 23:59:59
WH02,P0208,291,52,239,2026-07-31 23:59:59
WH02,P0209,232,80,152,2026-07-31 23:59:59
WH02,P0210,102,7,95,2026-07-31 23:59:59
WH02,P0211,168,50,118,2026-07-31 23:59:59
WH02,P0212,272,69,203,2026-07-31 23:59:59
WH02,P0213,17,5,12,2026-07-31 23:59:59
WH02,P0214,86,11,75,2026-07-31 23:59:59
WH02,P0215,258,56,202,2026-07-31 23:59:59
WH02,P0216,260,17,243,2026-07-31 23:59:59
WH02,P0217,126,40,86,2026-07-31 23:59:59
WH02,P0218,254,49,205,2026-07-31 23:59:59
WH02,P0219,326,27,299,2026-07-31 23:59:59
WH02,P0220,308,47,261,2026-07-31 23:59:59
WH02,P0221,210,66,144,2026-07-31 23:59:59
WH02,P0222,31,30,1,2026-07-31 23:59:59
WH02,P0223,148,41,107,2026-07-31 23:59:59
WH02,P0224,126,75,51,2026-07-31 23:59:59
WH02,P0225,128,78,50,2026-07-31 23:59:59
WH02,P0226,245,37,208,2026-07-31 23:59:59
WH02,P0227,62,48,14,2026-07-31 23:59:59
WH02,P0228,312,16,296,2026-07-31 23:59:59
WH02,P0229,58,45,13,2026-07-31 23:59:59
WH02,P0230,72,30,42,2026-07-31 23:59:59
WH02,P0231,257,4,253,2026-07-31 23:59:59
WH02,P0232,22,3,19,2026-07-31 23:59:59
WH02,P0233,293,66,227,2026-07-31 23:59:59
WH02,P0234,327,22,305,2026-07-31 23:59:59
WH02,P0235,344,7,337,2026-07-31 23:59:59
WH02,P0236,345,5,340,2026-07-31 23:59:59
WH02,P0237,302,57,245,2026-07-31 23:59:59
WH02,P0238,83,37,46,2026-07-31 23:59:59
WH02,P0239,71,49,22,2026-07-31 23:59:59
WH02,P0240,107,41,66,2026-07-31 23:59:59
WH02,P0241,233,23,210,2026-07-31 23:59:59
WH02,P0242,221,5,216,2026-07-31 23:59:59
WH02,P0243,66,33,33,2026-07-31 23:59:59
WH02,P0244,330,28,302,2026-07-31 23:59:59
WH02,P0245,16,8,8,2026-07-31 23:59:59
WH02,P0246,201,10,191,2026-07-31 23:59:59
WH02,P0247,305,54,251,2026-07-31 23:59:59
WH02,P0248,267,63,204,2026-07-31 23:59:59
WH02,P0249,345,47,298,2026-07-31 23:59:59
WH02,P0250,84,72,12,2026-07-31 23:59:59
WH02,P0251,250,48,202,2026-07-31 23:59:59
WH02,P0252,255,23,232,2026-07-31 23:59:59
WH02,P0253,70,22,48,2026-07-31 23:59:59
WH02,P0254,312,22,290,2026-07-31 23:59:59
WH02,P0255,106,28,78,2026-07-31 23:59:59
WH02,P0256,259,48,211,2026-07-31 23:59:59
WH02,P0257,266,9,257,2026-07-31 23:59:59
WH02,P0258,58,32,26,2026-07-31 23:59:59
WH02,P0259,91,27,64,2026-07-31 23:59:59
WH02,P0260,169,10,159,2026-07-31 23:59:59
WH02,P0261,226,78,148,2026-07-31 23:59:59
WH02,P0262,321,61,260,2026-07-31 23:59:59
WH02,P0263,228,56,172,2026-07-31 23:59:59
WH02,P0264,9,2,7,2026-07-31 23:59:59
WH02,P0265,110,8,102,2026-07-31 23:59:59
WH02,P0266,139,29,110,2026-07-31 23:59:59
WH02,P0267,248,60,188,2026-07-31 23:59:59
WH02,P0268,238,7,231,2026-07-31 23:59:59
WH02,P0269,46,30,16,2026-07-31 23:59:59
WH02,P0270,240,58,182,2026-07-31 23:59:59
WH02,P0271,92,59,33,2026-07-31 23:59:59
WH02,P0272,35,24,11,2026-07-31 23:59:59
WH02,P0273,1,1,0,2026-07-31 23:59:59
WH02,P0274,57,5,52,2026-07-31 23:59:59
WH02,P0275,274,52,222,2026-07-31 23:59:59
WH02,P0276,253,56,197,2026-07-31 23:59:59
WH02,P0277,26,13,13,2026-07-31 23:59:59
WH02,P0278,194,41,153,2026-07-31 23:59:59
WH02,P0279,254,13,241,2026-07-31 23:59:59
WH02,P0280,246,33,213,2026-07-31 23:59:59
WH02,P0281,255,57,198,2026-07-31 23:59:59
WH02,P0282,20,13,7,2026-07-31 23:59:59
WH02,P0283,45,35,10,2026-07-31 23:59:59
WH02,P0284,169,17,152,2026-07-31 23:59:59
WH02,P0285,338,34,304,2026-07-31 23:59:59
WH02,P0286,127,63,64,2026-07-31 23:59:59
WH02,P0287,335,11,324,2026-07-31 23:59:59
WH02,P0288,100,66,34,2026-07-31 23:59:59
WH02,P0289,258,63,195,2026-07-31 23:59:59
WH02,P0290,7,0,7,2026-07-31 23:59:59
WH02,P0291,237,66,171,2026-07-31 23:59:59
WH02,P0292,71,41,30,2026-07-31 23:59:59
WH02,P0293,212,35,177,2026-07-31 23:59:59
WH02,P0294,11,7,4,2026-07-31 23:59:59
WH02,P0295,244,59,185,2026-07-31 23:59:59
WH02,P0296,185,23,162,2026-07-31 23:59:59
WH02,P0297,36,19,17,2026-07-31 23:59:59
WH02,P0298,93,29,64,2026-07-31 23:59:59
WH02,P0299,243,46,197,2026-07-31 23:59:59
WH02,P0300,223,49,174,2026-07-31 23:59:59
WH02,P0301,229,76,153,2026-07-31 23:59:59
WH02,P0302,259,54,205,2026-07-31 23:59:59
WH02,P0303,7,5,2,2026-07-31 23:59:59
WH02,P0304,231,38,193,2026-07-31 23:59:59
WH02,P0305,102,68,34,2026-07-31 23:59:59
WH02,P0306,178,12,166,2026-07-31 23:59:59
WH02,P0307,190,33,157,2026-07-31 23:59:59
WH02,P0308,69,19,50,2026-07-31 23:59:59
WH02,P0309,305,32,273,2026-07-31 23:59:59
WH02,P0310,229,55,174,2026-07-31 23:59:59
WH02,P0311,282,74,208,2026-07-31 23:59:59
WH02,P0312,246,16,230,2026-07-31 23:59:59
WH02,P0313,25,9,16,2026-07-31 23:59:59
WH02,P0314,335,30,305,2026-07-31 23:59:59
WH02,P0315,196,59,137,2026-07-31 23:59:59
WH02,P0316,210,37,173,2026-07-31 23:59:59
WH02,P0317,341,53,288,2026-07-31 23:59:59
WH02,P0318,7,6,1,2026-07-31 23:59:59
WH02,P0319,7,7,0,2026-07-31 23:59:59
WH02,P0320,214,37,177,2026-07-31 23:59:59
